Name,Unknotting,Genus,Bridge,Nakanishi,Tunnel,Symmetry type,Symmetry group,Montesinos?,Montesinos fractions,Kohno,Min num gen (Heegaard realizable)
11n_133,3,4,3,2,2,reversible,D3,N,['n/a'],1.4603911860367726,
11n_134,1,2,3,1,2,chiral,1,N,['n/a'],1.4541532931629468,
11n_135,2,3,3,1,1,reversible,D1,N,['n/a'],0.5895117958968055,2
11n_136,3,3,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1691411441858428,
11n_137,[2; 3],3,3,"[1, 2]",2,reversible,D2,Y,"['2/3', '2/3', '-3/7']",1.3657738484177657,
11n_138,[1; 2],2,3,1,2,reversible,D2,Y,"['2/3', '-1/3', '-4/7']",1.0961870842840455,
11n_139,[1; 2],1,3,1,2,chiral,Z2,Y,"['2/3', '-2/3', '1/5']",0.3819660112501051,
11n_140,2,2,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-1/5']",0.4524729204783251,
11n_141,[1; 2; 3],1,3,1,2,reversible,D2,Y,"['2/3', '-1/3', '-4/5']",0.7410467470090073,
11n_142,[1; 2],2,3,1,,reversible,D1,N,['n/a'],1.014601820916952,
11n_143,1,3,3,1,1,reversible,D1,N,['n/a'],1.6688973182171556,2
11n_144,2,3,3,"[1, 2]",,reversible,D1,N,['n/a'],0.6230387237406652,
11n_145,1,3,3,1,1,reversible,D1,N,['n/a'],1.8201874364341872,2
11n_146,2,3,3,"[1, 2]",,reversible,D1,N,['n/a'],1.6579677398183261,
11n_147,2,4,3,1,2,chiral,1,N,['n/a'],1.6164804329187763,
11n_148,3,4,3,2,2,reversible,D2,N,['n/a'],1.2138048427524133,
11n_149,2,4,3,"[1, 2]",,reversible,D1,N,['n/a'],0.31352920518708494,
11n_150,2,3,3,1,,reversible,D1,N,['n/a'],1.2941979446902188,
11n_151,1,2,3,1,2,chiral,Z2,N,['n/a'],0.5023238148956987,
11n_152,1,3,3,1,,reversible,D1,N,['n/a'],0.5023238148956987,
11n_153,1,4,3,1,,reversible,D1,N,['n/a'],1.240604805637693,
11n_154,1,3,3,1,2,chiral,1,N,['n/a'],1.4680650168830158,
11n_155,2,3,3,1,,reversible,D1,N,['n/a'],0.573884606227075,
11n_156,1,3,3,1,,reversible,D1,N,['n/a'],2.1068650508612476,
11n_157,2,3,3,2,2,reversible,D1,N,['n/a'],1.3304673098315973,
11n_158,2,4,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1437033291077725,
11n_159,1,3,3,1,2,chiral,1,N,['n/a'],1.565897812769975,
11n_160,[1; 2],3,3,1,2,chiral,1,N,['n/a'],1.4041970610571928,
11n_161,[1; 2],3,3,1,,reversible,D1,N,['n/a'],0.5578197961952749,
11n_162,[1; 2],2,3,2,2,reversible,D1,N,['n/a'],1.3372822734066168,
11n_163,2,3,3,1,,reversible,D1,N,['n/a'],1.751613704576851,
11n_164,2,3,3,2,2,reversible,D2,N,['n/a'],2.1626066907243637,
11n_165,2,3,3,2,2,reversible,D1,N,['n/a'],1.1534859264655273,
11n_166,[1; 2],4,3,1,2,chiral,1,N,['n/a'],1.1357273831228725,
11n_167,2,3,3,2,2,reversible,D1,N,['n/a'],2.3212447633286004,
11n_168,2,3,3,"[1, 2]",,reversible,D1,N,['n/a'],1.2138048427524133,
11n_169,[3; 4],3,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1643258891982278,
11n_170,2,2,3,1,,reversible,D1,N,['n/a'],0.9159841538081529,
11n_171,[2; 3],2,3,1,,reversible,D1,N,['n/a'],1.447888526019787,
11n_172,[1; 2],3,3,1,2,chiral,1,N,['n/a'],1.1768906624088424,
11n_173,[2; 3],4,3,"[1, 2]",,reversible,D1,N,['n/a'],1.6016902068640488,
11n_174,2,3,3,1,2,chiral,1,N,['n/a'],1.3098096861068422,
11n_175,2,3,3,2,2,reversible,D1,N,['n/a'],1.657967739818339,
11n_176,1,3,3,1,2,chiral,1,N,['n/a'],1.020124058034228,
11n_177,[1; 2],4,3,1,2,chiral,1,N,['n/a'],1.3805764371448388,
11n_178,2,3,3,1,,reversible,D1,N,['n/a'],1.8294236852259613,
11n_179,[1; 2],3,3,1,,reversible,D1,N,['n/a'],1.4415965342434285,
11n_180,[3; 4],3,3,"[1, 2]",,reversible,D1,N,['n/a'],0.6952497348223338,
11n_181,[2; 3],2,3,"[1, 2]",,reversible,D1,N,['n/a'],0.673762078750735,
11n_182,[1; 2],4,3,1,,reversible,D1,N,['n/a'],1.0167146680916819,
11n_183,3,3,3,2,2,reversible,D2,N,['n/a'],1.6918134013553248,
11n_184,1,3,3,1,2,chiral,Z2,N,['n/a'],1.5447517187415212,
11n_185,2,3,3,2,2,reversible,D2,N,['n/a'],1.696396382064396,
12a_1,1,4,3,1,2,chiral,1,N,['n/a'],0.8968305763614217,
12a_2,1,4,3,1,2,chiral,1,N,['n/a'],0.9802990622071985,
12a_3,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '7/9']",0.87141271944661,2
12a_4,2,4,3,1,2,negative amphicheiral,D1,N,['n/a'],1.1590536512467509,
12a_5,2,3,3,1,2,chiral,1,N,['n/a'],0.8175922250291757,
12a_6,1,4,3,1,2,chiral,1,N,['n/a'],0.7690531322183469,
12a_7,2,4,3,1,2,chiral,1,N,['n/a'],0.6895031872922253,
12a_8,1,4,3,1,2,chiral,1,N,['n/a'],0.5216791891497506,
12a_9,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '2/9']",1.0111738117365403,2
12a_10,2,3,3,1,2,chiral,1,N,['n/a'],0.948419751580033,
12a_11,2,4,3,1,2,chiral,1,N,['n/a'],0.9651784272225902,
12a_12,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '9/7']",0.7468159102933437,2
12a_13,2,4,3,1,2,chiral,1,N,['n/a'],0.6540773456105425,
12a_14,2,4,3,1,2,chiral,1,N,['n/a'],0.6895031872922253,
12a_15,2,4,3,1,2,chiral,1,N,['n/a'],0.6540773456105425,
12a_16,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '8/11']",1.319987027461358,2
12a_17,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '8/13']",1.2502848101356925,2
12a_18,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '3/11']",0.9438836276667387,2
12a_19,1,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '7/11']",1.3902358208755563,2
12a_20,1,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '5/13']",1.217335581874751,2
12a_21,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '12/7']",0.8568752148999405,2
12a_22,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '5/9']",1.2423333470028806,2
12a_23,2,3,3,1,2,chiral,1,N,['n/a'],0.9916948769187123,
12a_24,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/11']",0.9745511852097074,2
12a_25,1,3,3,1,1,reversible,D2,Y,"['1/2', '3/5', '13/5']",1.3044970904095936,2
12a_26,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '9/5']",1.1246117975016823,2
12a_27,1,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '3/5', '11/7']",1.4072501941308078,2
12a_28,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '12/5']",0.29783161161593663,2
12a_29,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '3/5']",1.090585491357453,
12a_30,2,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '2/3', '3/5']",1.2293586839918778,
12a_31,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/9']",0.2905371018871439,2
12a_32,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/5']",1.0898336427263124,2
12a_33,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '3/5']",1.2293586839918778,
12a_34,3,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '6/5']",1.0710202029093585,2
12a_35,[2; 3],3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '3/5', '10/7']",1.4406762479409638,2
12a_36,3,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '1/3', '3/5']",1.2585885899908267,
12a_37,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '18/5']",0.8857116468223691,2
12a_38,2,2,2,1,1,reversible,D2,N,['n/a'],0.7082039324993694,2
12a_39,2,4,3,1,2,chiral,1,N,['n/a'],0.7923408058716574,
12a_40,1,4,3,1,2,chiral,1,N,['n/a'],0.44657217943305955,
12a_41,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.47386886912717746,
12a_42,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/11']",1.0398587344262074,2
12a_43,3,3,3,1,2,chiral,1,N,['n/a'],0.5427906170280543,
12a_44,[2; 3],3,3,1,2,reversible,D1,N,['n/a'],0.6646096064409531,
12a_45,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.6883133735025919,
12a_46,2,3,3,1,2,chiral,1,N,['n/a'],0.63537811683765,
12a_47,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.1848291648158534,
12a_48,2,4,3,1,2,chiral,1,N,['n/a'],0.8914640705432847,
12a_49,[2; 3],3,3,"[1, 2]",2,chiral,1,N,['n/a'],1.4436522344412943,
12a_50,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.7707757367330791,
12a_51,2,3,3,1,2,chiral,1,N,['n/a'],1.0154093756469982,
12a_52,4,4,3,1,2,chiral,1,N,['n/a'],0.8165890651267705,
12a_53,3,3,3,"[1, 2]",2,chiral,1,N,['n/a'],0.9860134330400574,
12a_54,2,3,3,1,2,chiral,1,N,['n/a'],0.7468159102900125,
12a_55,3,3,3,1,2,chiral,1,N,['n/a'],0.6717907580498442,
12a_56,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '2/11']",0.6374620518254075,2
12a_57,2,3,3,1,2,chiral,1,N,['n/a'],0.904540677708269,
12a_58,1,4,3,1,2,negative amphicheiral,D1,N,['n/a'],0.3049516849970644,
12a_59,2,4,3,1,2,chiral,1,N,['n/a'],0.800424597675214,
12a_60,2,4,3,1,2,chiral,1,N,['n/a'],0.8914640705432847,
12a_61,1,4,3,1,2,chiral,1,N,['n/a'],0.3436866652718331,
12a_62,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/9']",1.0398587344240842,2
12a_63,2,4,3,1,2,chiral,1,N,['n/a'],0.800424597675214,
12a_64,[2; 3],3,3,1,2,chiral,Z2,N,['n/a'],0.6646096064409531,
12a_65,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.6883133735025919,
12a_66,2,4,3,1,2,chiral,1,N,['n/a'],1.4206877512347138,
12a_67,2,4,3,1,2,chiral,1,N,['n/a'],0.8593759335793588,
12a_68,2,3,3,1,2,chiral,1,N,['n/a'],0.49267872024686454,
12a_69,2,4,3,1,2,chiral,1,N,['n/a'],1.4102967175379322,
12a_70,2,4,3,1,2,chiral,1,N,['n/a'],1.3147155577035528,
12a_71,2,4,3,1,2,chiral,1,N,['n/a'],1.5006829050232484,
12a_72,2,3,3,1,2,chiral,1,N,['n/a'],1.177586929448813,
12a_73,1,3,3,1,2,chiral,1,N,['n/a'],0.44657217943305955,
12a_74,2,4,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.4013607093796667,
12a_75,[2; 3],3,3,1,2,chiral,1,N,['n/a'],1.0352339319835777,
12a_76,2,2,3,1,2,chiral,1,N,['n/a'],0.5065778087482133,
12a_77,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/21']",0.8133342910276181,2
12a_78,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/17']",0.2573542137468081,2
12a_79,2,4,3,1,2,reversible,D1,N,['n/a'],1.1364488699093138,
12a_80,1,4,3,1,2,chiral,1,N,['n/a'],0.6801022433223032,
12a_81,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '16/9']",0.9745511852097151,2
12a_82,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '12/17']",0.6749775432604928,2
12a_83,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/3', '12/19']",0.890544128006164,2
12a_84,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/19']",0.7298006646745393,2
12a_85,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/13']",0.6633751456381383,2
12a_86,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/15']",0.7468159102932947,2
12a_87,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/19']",0.24348883725925477,2
12a_88,2,4,3,1,2,chiral,1,N,['n/a'],1.101584557193706,
12a_89,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.9557137542838315,
12a_90,2,4,3,1,2,chiral,1,N,['n/a'],0.8763240554857045,
12a_91,2,4,3,1,2,chiral,1,N,['n/a'],0.5530442050184831,
12a_92,2,4,3,1,2,chiral,1,N,['n/a'],1.0526492893666173,
12a_93,4,4,3,1,2,chiral,1,N,['n/a'],1.1196050447818324,
12a_94,[3; 4],3,3,1,2,chiral,1,N,['n/a'],1.1882070400868354,
12a_95,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/21']",1.1102622770780126,2
12a_96,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/13']",0.5678020463138905,2
12a_97,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/15']",1.06249878061243,2
12a_98,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '19/11']",0.6883133735029284,2
12a_99,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '21/13']",0.6332873243598207,2
12a_100,2,3,3,2,2,chiral,1,N,['n/a'],0.7525408470456542,
12a_101,2,4,3,1,2,chiral,1,N,['n/a'],0.14238351461547,
12a_102,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a'],0.24683224873027731,
12a_103,[2; 3],3,3,1,2,reversible,D1,N,['n/a'],0.09506222416580773,
12a_104,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '19/7']",0.21920441396213353,2
12a_105,3,4,3,1,2,chiral,1,N,['n/a'],0.5931408085827222,
12a_106,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '16/7']",0.4368557986728166,2
12a_107,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a'],0.24683224873027731,
12a_108,2,4,3,1,2,chiral,1,N,['n/a'],0.35595539958728684,
12a_109,2,3,3,1,2,chiral,1,N,['n/a'],1.2034106541768899,
12a_110,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/19']",0.9860134330401467,2
12a_111,2,4,3,1,2,chiral,1,N,['n/a'],0.5530442050184831,
12a_112,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '15/11']",0.528293056794995,2
12a_113,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '3/5', '2/3']",1.090585491358695,
12a_114,[2; 3],3,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/5', '2/3']",1.2144799469042933,
12a_115,2,4,3,1,2,chiral,1,N,['n/a'],0.14238351461547,
12a_116,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/5', '1/3']",1.0697811733614075,
12a_117,[2; 3],3,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '2/5']",1.2144799469042933,
12a_118,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '17/5']",0.36333081182057186,2
12a_119,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/3', '5/3']",1.3622559639776821,
12a_120,2,4,3,1,2,chiral,1,N,['n/a'],0.35595539958728684,
12a_121,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/9']",0.6983294745857266,2
12a_122,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '2/5']",1.0697811733614075,
12a_123,2,4,3,1,2,chiral,1,N,['n/a'],0.43685579867657376,
12a_124,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '7/9']",0.7392548715359316,2
12a_125,[2; 3],3,3,1,2,negative amphicheiral,D1,N,['n/a'],0.5491502812526186,
12a_126,2,4,3,1,2,chiral,1,N,['n/a'],0.2229123600033489,
12a_127,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.8983081870150678,
12a_128,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/5', '2/9']",0.5578197961952478,2
12a_129,2,4,3,1,2,chiral,1,N,['n/a'],0.611791219574174,
12a_130,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '9/7']",1.3430755670636254,2
12a_131,2,4,3,1,2,chiral,1,N,['n/a'],0.5886518380868878,
12a_132,2,4,3,1,2,chiral,1,N,['n/a'],0.2229123600033489,
12a_133,2,4,3,1,2,chiral,1,N,['n/a'],0.5886518380868878,
12a_134,2,4,3,1,2,chiral,1,N,['n/a'],0.4899793926508523,
12a_135,2,3,3,1,2,chiral,1,N,['n/a'],0.6581202066218682,
12a_136,2,4,3,1,2,chiral,1,N,['n/a'],0.8593759335793588,
12a_137,2,4,3,1,2,chiral,1,N,['n/a'],1.107130501086157,
12a_138,1,4,3,1,2,chiral,1,N,['n/a'],1.2502848101356925,
12a_139,2,4,3,1,2,chiral,1,N,['n/a'],1.1859725704199968,
12a_140,2,3,3,1,2,chiral,1,N,['n/a'],1.033158958062938,
12a_141,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/11']",0.2192044139584568,2
12a_142,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/11']",0.8778361842531271,2
12a_143,4,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '6/7']",0.9258550568338058,2
12a_144,[3; 4],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/13']",0.46931848870677423,2
12a_145,[3; 4],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/17']",0.9461544080552744,2
12a_146,[3; 4],5,3,1,1,reversible,D1,Y,"['1/2', '2/3', '1/7']",0.7410467470088791,2
12a_147,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '3/13']",0.9723467238114034,2
12a_148,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/17']",0.9651784271945847,2
12a_149,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/13']",0.6003330254249146,2
12a_150,[2; 3; 4],3,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.2888209980866576,
12a_151,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/9']",1.103247127268807,2
12a_152,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '6/11']",1.0930149798996411,2
12a_153,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/11']",0.7363463205498795,2
12a_154,2,3,3,1,2,chiral,1,N,['n/a'],0.6074400908938825,
12a_155,2,3,3,1,2,chiral,1,N,['n/a'],0.2434888372589874,
12a_156,[2; 3; 4],2,3,"[1, 2]",2,reversible,D1,N,['n/a'],0.2905371018871359,
12a_157,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '3/5', '1/3']",1.2293586839921,
12a_158,3,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/5']",0.4103297592085895,2
12a_159,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/7']",0.9745511852094227,2
12a_160,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/5']",0.5133862617885586,2
12a_161,[2; 3],3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/3', '17/7']",0.9342032360996716,2
12a_162,2,3,3,1,2,chiral,1,N,['n/a'],0.6074400908938825,
12a_163,2,3,3,1,2,chiral,1,N,['n/a'],0.809053948445845,
12a_164,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '4/3']",1.4304304234647074,
12a_165,2,3,3,1,1,reversible,D2,Y,"['1/2', '2/3', '14/3']",1.0794743587862756,2
12a_166,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '1/3', '5/3']",1.4304304234647074,
12a_167,[2; 3; 4],4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '4/3']",1.4695260307473588,
12a_168,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/3']",1.020124058032931,2
12a_169,2,2,2,1,1,reversible,D2,N,['n/a'],0.5895117958969117,2
12a_170,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '8/11']",1.1051905198343581,2
12a_171,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '8/13']",1.177586929448813,2
12a_172,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '3/11']",1.4081923253039004,2
12a_173,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '7/11']",0.87141271944661,2
12a_174,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '5/13']",1.20807013097608,2
12a_175,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '12/7']",1.4072501941331594,2
12a_176,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '5/9']",0.15993154021967335,2
12a_177,2,3,3,2,2,chiral,1,N,['n/a'],2.106235463184972,
12a_178,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '4/11']",1.280073078994243,2
12a_179,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '9/5']",1.3278549939899802,2
12a_180,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '11/7']",0.6801022433223032,2
12a_181,[2; 3],3,3,1,1,reversible,D2,Y,"['1/2', '2/5', '12/5']",1.3755371837457868,2
12a_182,2,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '2/3', '2/5']",1.0697811733614075,
12a_183,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/5', '4/9']",1.1534859264655315,2
12a_184,1,4,3,1,2,chiral,1,N,['n/a'],1.042706763191914,
12a_185,2,4,3,1,2,chiral,1,N,['n/a'],1.263693326234519,
12a_186,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.9107305179851819,
12a_187,2,3,3,1,2,chiral,1,N,['n/a'],0.6243529421900372,
12a_188,2,4,3,1,2,chiral,1,N,['n/a'],0.4899793926508523,
12a_189,2,4,3,1,2,chiral,1,N,['n/a'],1.357148686202488,
12a_190,2,4,3,1,2,chiral,1,N,['n/a'],0.9229856737535833,
12a_191,1,4,3,1,2,chiral,1,N,['n/a'],1.2105224689381426,
12a_192,2,3,3,1,2,chiral,1,N,['n/a'],0.10811726330294377,
12a_193,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '6/5']",1.282782703744941,2
12a_194,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '10/7']",0.7468159102899566,2
12a_195,[2; 3],4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '1/3', '2/5']",0.983834655226358,
12a_196,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '17/5']",0.6174405832252609,2
12a_197,2,2,2,1,1,reversible,D2,N,['n/a'],1.2479106137894662,2
12a_198,2,3,3,1,2,chiral,1,N,['n/a'],1.04934558127362,
12a_199,[2; 3],3,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.1609036255320164,
12a_200,2,4,3,1,2,chiral,1,N,['n/a'],0.9387861358951923,
12a_201,2,3,3,1,2,chiral,1,N,['n/a'],0.25735421375209167,
12a_202,1,4,3,1,2,chiral,1,N,['n/a'],1.1027878548516432,
12a_203,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '13/21']",1.0697811733615958,2
12a_204,2,3,2,1,1,reversible,D2,N,['n/a'],1.3183603040754257,2
12a_205,3,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '14/11']",0.5776118095825031,2
12a_206,2,3,2,1,1,reversible,D2,N,['n/a'],1.565897812769696,2
12a_207,2,4,3,1,2,reversible,D1,N,['n/a'],0.46931848870662496,
12a_208,1,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '9/7']",1.3648024358344264,
12a_209,1,4,3,1,2,reversible,D1,N,['n/a'],1.353608386068108,
12a_210,2,3,3,1,1,reversible,D2,Y,"['1/2', '5/7', '5/7']",1.5533905534029506,2
12a_211,[2; 3],4,3,1,2,chiral,1,N,['n/a'],0.955713754279844,
12a_212,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '5/7', '2/7']",1.6592615488774587,2
12a_213,2,4,3,1,2,chiral,1,N,['n/a'],0.8270339451944714,
12a_214,1,4,3,1,2,chiral,1,N,['n/a'],0.631189606246334,
12a_215,2,4,3,2,2,reversible,D2,Y,"['3/5', '3/5', '3/4']",1.6406287396634514,
12a_216,2,4,3,2,2,reversible,D1,Y,"['3/5', '2/5', '1/4']",0.8518517542979847,
12a_217,1,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '3/8']",1.177586929449065,
12a_218,2,3,3,2,2,reversible,D1,Y,"['3/5', '2/5', '3/4']",1.1265183337952316,
12a_219,2,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '7/4']",1.666019617286648,
12a_220,1,4,3,1,2,reversible,D1,Y,"['1/3', '3/5', '5/8']",1.622599442681323,
12a_221,2,3,2,1,1,reversible,D2,N,['n/a'],1.6008619561357476,2
12a_222,2,4,3,1,2,chiral,1,N,['n/a'],0.10332556124591008,
12a_223,2,3,3,1,2,reversible,D1,N,['n/a'],1.1395000708139107,
12a_224,2,4,3,1,2,chiral,1,N,['n/a'],1.1716749640903386,
12a_225,2,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '5/8']",1.367943497178147,
12a_226,2,3,2,1,1,reversible,D2,N,['n/a'],0.9860134330401467,2
12a_227,2,3,3,1,2,chiral,1,N,['n/a'],0.24683224873025003,
12a_228,2,4,3,1,2,chiral,1,N,['n/a'],0.32284945245993063,
12a_229,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '5/13']",0.333430872025329,
12a_230,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a'],0.8658886960663478,
12a_231,[2; 3],3,3,1,2,reversible,D1,N,['n/a'],1.7214408888903112,
12a_232,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/5', '7/5']",1.2674847992761482,
12a_233,2,4,3,1,2,chiral,1,N,['n/a'],0.947020331896593,
12a_234,2,4,3,1,1,reversible,D1,Y,"['1/2', '5/7', '4/5']",1.6268735987538818,2
12a_235,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '5/7', '4/7']",1.2321798372695896,2
12a_236,3,4,3,1,1,reversible,D1,Y,"['1/2', '5/7', '1/5']",1.695130916412173,2
12a_237,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '5/7', '3/7']",1.1553448160002644,2
12a_238,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '19/7']",0.6851886155201271,2
12a_239,2,2,2,1,1,reversible,D2,N,['n/a'],1.5623058987490541,2
12a_240,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '18/13']",0.5107963759060183,2
12a_241,2,3,2,1,1,reversible,D2,N,['n/a'],1.4352769597903619,2
12a_242,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '21/13']",0.5491502812523182,2
12a_243,2,3,2,1,1,reversible,D2,N,['n/a'],1.4352769597905912,2
12a_244,[2; 3],3,3,2,2,reversible,D1,N,['n/a'],2.215151802130294,
12a_245,2,4,3,2,2,reversible,D1,N,['n/a'],2.220815728557936,
12a_246,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '8/21']",0.9838346552295576,2
