Name,Montesinos fraction
"[K13a529(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 7), (1, 3)]"
"[K13a53(0,0)]","[(0, 1), (1, 2), (3, 5), (19, 11)]"
"[K13a532(0,0)]","[(0, 1), (1, 2), (2, 3), (10, 23)]"
"[K13a533(0,0)]","[(0, 1), (1, 2), (2, 3), (19, 5)]"
"[K13a534(0,0)]","[(0, 1), (1, 2), (2, 3), (25, 7)]"
"[K13a535(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 5), (2, 3)]"
"[K13a536(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 7), (2, 3)]"
"[K13a54(0,0)]","[(0, 1), (1, 2), (3, 5), (21, 13)]"
"[K13a541(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 5), (4, 3)]"
"[K13a542(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (4, 5)]"
"[K13a543(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (4, 7)]"
"[K13a544(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (1, 5)]"
"[K13a545(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (3, 7)]"
"[K13a547(0,0)]","[(0, 1), (1, 2), (2, 3), (22, 5)]"
"[K13a548(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (8, 3)]"
"[K13a549(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (7, 3)]"
"[K13a551(0,0)]","[(0, 1), (1, 2), (2, 3), (22, 9)]"
"[K13a552(0,0)]","[(0, 1), (1, 2), (2, 3), (6, 13)]"
"[K13a553(0,0)]","[(0, 1), (1, 2), (2, 3), (17, 3)]"
"[K13a554(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (5, 7)]"
"[K13a555(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (7, 5)]"
"[K13a556(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (8, 3)]"
"[K13a557(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (4, 5)]"
"[K13a558(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (4, 7)]"
"[K13a559(0,0)]","[(0, 1), (1, 2), (2, 5), (13, 21)]"
"[K13a560(0,0)]","[(0, 1), (1, 2), (2, 5), (5, 17)]"
"[K13a563(0,0)]","[(0, 1), (1, 2), (2, 5), (16, 9)]"
"[K13a564(0,0)]","[(0, 1), (1, 2), (2, 5), (12, 17)]"
"[K13a565(0,0)]","[(0, 1), (1, 2), (2, 5), (12, 19)]"
"[K13a566(0,0)]","[(0, 1), (1, 2), (2, 5), (11, 19)]"
"[K13a567(0,0)]","[(0, 1), (1, 2), (2, 5), (9, 13)]"
"[K13a568(0,0)]","[(0, 1), (1, 2), (2, 5), (11, 15)]"
"[K13a569(0,0)]","[(0, 1), (1, 2), (2, 5), (7, 19)]"
"[K13a577(0,0)]","[(0, 1), (1, 2), (2, 5), (8, 21)]"
"[K13a578(0,0)]","[(0, 1), (1, 2), (2, 5), (4, 13)]"
"[K13a579(0,0)]","[(0, 1), (1, 2), (2, 5), (4, 15)]"
"[K13a580(0,0)]","[(0, 1), (1, 2), (2, 5), (19, 11)]"
"[K13a581(0,0)]","[(0, 1), (1, 2), (2, 5), (21, 13)]"
"[K13a586(0,0)]","[(0, 1), (1, 2), (2, 5), (19, 7)]"
"[K13a588(0,0)]","[(0, 1), (1, 2), (2, 5), (16, 7)]"
"[K13a59(0,0)]","[(0, 1), (1, 2), (3, 5), (19, 7)]"
"[K13a592(0,0)]","[(0, 1), (1, 2), (2, 5), (8, 19)]"
"[K13a594(0,0)]","[(0, 1), (1, 2), (2, 5), (15, 11)]"
"[K13a596(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 5), (2, 5)]"
"[K13a597(0,0)]","[(0, 1), (1, 2), (2, 5), (2, 3), (2, 5)]"
"[K13a598(0,0)]","[(0, 1), (1, 2), (2, 5), (17, 5)]"
"[K13a600(0,0)]","[(0, 1), (1, 2), (2, 5), (13, 9)]"
"[K13a601(0,0)]","[(0, 1), (1, 2), (2, 5), (1, 3), (2, 5)]"
"[K13a62(0,0)]","[(0, 1), (1, 2), (3, 5), (16, 7)]"
"[K13a624(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 7)]"
"[K13a625(0,0)]","[(0, 1), (1, 2), (2, 3), (16, 13)]"
"[K13a626(0,0)]","[(0, 1), (1, 2), (2, 3), (24, 17)]"
"[K13a628(0,0)]","[(0, 1), (1, 2), (2, 3), (16, 11)]"
"[K13a631(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 5), (1, 3)]"
"[K13a632(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 7), (1, 3)]"
"[K13a633(0,0)]","[(0, 1), (1, 2), (2, 3), (16, 5)]"
"[K13a634(0,0)]","[(0, 1), (1, 2), (2, 3), (24, 7)]"
"[K13a636(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (1, 5)]"
"[K13a637(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (3, 7)]"
"[K13a638(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (7, 3)]"
"[K13a639(0,0)]","[(0, 1), (1, 2), (2, 3), (16, 3)]"
"[K13a641(0,0)]","[(0, 1), (1, 2), (2, 5), (14, 11)]"
"[K13a642(0,0)]","[(0, 1), (1, 2), (2, 5), (18, 11)]"
"[K13a643(0,0)]","[(0, 1), (1, 2), (2, 5), (6, 7)]"
"[K13a644(0,0)]","[(0, 1), (1, 2), (2, 5), (10, 13)]"
"[K13a645(0,0)]","[(0, 1), (1, 2), (2, 5), (10, 17)]"
"[K13a646(0,0)]","[(0, 1), (1, 2), (2, 5), (1, 7)]"
"[K13a647(0,0)]","[(0, 1), (1, 2), (2, 5), (3, 13)]"
"[K13a648(0,0)]","[(0, 1), (1, 2), (2, 5), (7, 17)]"
"[K13a649(0,0)]","[(0, 1), (1, 2), (2, 5), (18, 13)]"
"[K13a651(0,0)]","[(0, 1), (1, 2), (2, 5), (14, 9)]"
"[K13a652(0,0)]","[(0, 1), (1, 2), (2, 5), (6, 11)]"
"[K13a653(0,0)]","[(0, 1), (1, 2), (2, 5), (5, 11)]"
"[K13a657(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 5), (2, 5)]"
"[K13a658(0,0)]","[(0, 1), (1, 2), (2, 5), (14, 5)]"
"[K13a659(0,0)]","[(0, 1), (1, 2), (2, 5), (18, 7)]"
"[K13a66(0,0)]","[(0, 1), (1, 2), (3, 5), (8, 19)]"
"[K13a660(0,0)]","[(0, 1), (1, 2), (2, 5), (11, 5)]"
"[K13a661(0,0)]","[(0, 1), (1, 2), (2, 5), (17, 7)]"
"[K13a664(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (7, 5)]"
"[K13a665(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (7, 5)]"
"[K13a666(0,0)]","[(0, 1), (1, 2), (1, 3), (22, 5)]"
"[K13a68(0,0)]","[(0, 1), (1, 2), (3, 5), (15, 11)]"
"[K13a69(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (3, 5)]"
"[K13a70(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 5), (3, 5)]"
"[K13a700(0,0)]","[(0, 1), (1, 2), (5, 7), (3, 11)]"
"[K13a702(0,0)]","[(0, 1), (1, 2), (2, 7), (3, 11)]"
"[K13a706(0,0)]","[(0, 1), (1, 2), (4, 5), (3, 11)]"
"[K13a707(0,0)]","[(0, 1), (1, 2), (4, 7), (3, 11)]"
"[K13a708(0,0)]","[(0, 1), (1, 2), (1, 5), (3, 11)]"
"[K13a709(0,0)]","[(0, 1), (1, 2), (3, 7), (3, 11)]"
"[K13a710(0,0)]","[(0, 1), (1, 2), (1, 3), (25, 11)]"
"[K13a717(0,0)]","[(0, 1), (1, 2), (1, 3), (34, 21)]"
"[K13a72(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 5), (3, 5)]"
"[K13a720(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 9)]"
"[K13a73(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (3, 5)]"
"[K13a732(0,0)]","[(0, 1), (1, 2), (5, 7), (7, 9)]"
"[K13a735(0,0)]","[(0, 1), (1, 2), (5, 7), (2, 9)]"
"[K13a737(0,0)]","[(0, 1), (1, 2), (5, 7), (9, 7)]"
"[K13a74(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (2, 5)]"
"[K13a742(0,0)]","[(0, 1), (1, 2), (2, 7), (5, 13)]"
"[K13a744(0,0)]","[(0, 1), (1, 2), (2, 7), (8, 13)]"
"[K13a745(0,0)]","[(0, 1), (1, 2), (5, 7), (5, 13)]"
"[K13a746(0,0)]","[(0, 1), (1, 2), (5, 7), (8, 13)]"
"[K13a75(0,0)]","[(0, 1), (1, 2), (3, 5), (17, 5)]"
"[K13a751(0,0)]","[(0, 1), (3, 5), (3, 4), (5, 7)]"
"[K13a754(0,0)]","[(0, 1), (3, 5), (1, 4), (2, 7)]"
"[K13a756(0,0)]","[(0, 1), (3, 5), (3, 4), (2, 7)]"
"[K13a757(0,0)]","[(0, 1), (3, 5), (3, 5), (5, 8)]"
"[K13a758(0,0)]","[(0, 1), (3, 5), (2, 5), (3, 8)]"
"[K13a759(0,0)]","[(0, 1), (3, 5), (2, 5), (7, 4)]"
"[K13a76(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (8, 5)]"
"[K13a760(0,0)]","[(0, 1), (2, 3), (3, 5), (13, 8)]"
"[K13a769(0,0)]","[(0, 1), (2, 3), (3, 5), (5, 12)]"
"[K13a772(0,0)]","[(0, 1), (3, 5), (2, 5), (5, 8)]"
"[K13a774(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 12)]"
"[K13a775(0,0)]","[(0, 1), (1, 2), (1, 3), (13, 31)]"
"[K13a78(0,0)]","[(0, 1), (1, 2), (3, 5), (13, 9)]"
"[K13a781(0,0)]","[(0, 1), (2, 3), (2, 5), (9, 7)]"
"[K13a788(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 13)]"
"[K13a79(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (2, 5)]"
"[K13a80(0,0)]","[(0, 1), (1, 2), (3, 5), (14, 11)]"
"[K13a804(0,0)]","[(0, 1), (1, 2), (2, 7), (8, 11)]"
"[K13a805(0,0)]","[(0, 1), (1, 2), (5, 7), (8, 11)]"
"[K13a808(0,0)]","[(0, 1), (1, 2), (5, 7), (7, 11)]"
"[K13a809(0,0)]","[(0, 1), (1, 2), (5, 7), (12, 7)]"
"[K13a81(0,0)]","[(0, 1), (1, 2), (3, 5), (18, 11)]"
"[K13a810(0,0)]","[(0, 1), (1, 2), (5, 7), (5, 9)]"
"[K13a812(0,0)]","[(0, 1), (1, 2), (5, 7), (4, 11)]"
"[K13a813(0,0)]","[(0, 1), (1, 2), (5, 7), (9, 5)]"
"[K13a814(0,0)]","[(0, 1), (1, 2), (5, 7), (11, 7)]"
"[K13a815(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (5, 7)]"
"[K13a816(0,0)]","[(0, 1), (1, 2), (5, 7), (4, 9)]"
"[K13a817(0,0)]","[(0, 1), (1, 2), (4, 5), (5, 13)]"
"[K13a818(0,0)]","[(0, 1), (1, 2), (4, 7), (5, 13)]"
"[K13a819(0,0)]","[(0, 1), (1, 2), (4, 5), (8, 13)]"
"[K13a82(0,0)]","[(0, 1), (1, 2), (3, 5), (6, 7)]"
"[K13a820(0,0)]","[(0, 1), (1, 2), (4, 7), (8, 13)]"
"[K13a823(0,0)]","[(0, 1), (1, 2), (1, 5), (5, 13)]"
"[K13a824(0,0)]","[(0, 1), (1, 2), (3, 7), (5, 13)]"
"[K13a825(0,0)]","[(0, 1), (1, 2), (1, 5), (8, 13)]"
"[K13a826(0,0)]","[(0, 1), (1, 2), (3, 7), (8, 13)]"
"[K13a827(0,0)]","[(0, 1), (1, 2), (1, 3), (31, 13)]"
"[K13a828(0,0)]","[(0, 1), (1, 2), (1, 3), (34, 13)]"
"[K13a83(0,0)]","[(0, 1), (1, 2), (3, 5), (10, 13)]"
"[K13a831(0,0)]","[(0, 1), (3, 5), (1, 4), (5, 7)]"
"[K13a832(0,0)]","[(0, 1), (3, 5), (3, 5), (3, 8)]"
"[K13a833(0,0)]","[(0, 1), (3, 5), (2, 5), (5, 4)]"
"[K13a834(0,0)]","[(0, 1), (2, 3), (3, 5), (11, 8)]"
"[K13a835(0,0)]","[(0, 1), (3, 5), (3, 5), (5, 4)]"
"[K13a836(0,0)]","[(0, 1), (3, 5), (1, 4), (4, 5)]"
"[K13a837(0,0)]","[(0, 1), (3, 5), (1, 4), (4, 7)]"
"[K13a838(0,0)]","[(0, 1), (3, 5), (3, 5), (7, 4)]"
"[K13a839(0,0)]","[(0, 1), (3, 5), (3, 4), (4, 5)]"
"[K13a84(0,0)]","[(0, 1), (1, 2), (3, 5), (10, 17)]"
"[K13a840(0,0)]","[(0, 1), (3, 5), (3, 4), (4, 7)]"
"[K13a841(0,0)]","[(0, 1), (3, 5), (3, 4), (1, 5)]"
"[K13a842(0,0)]","[(0, 1), (3, 5), (3, 4), (3, 7)]"
"[K13a843(0,0)]","[(0, 1), (2, 3), (3, 5), (9, 4)]"
"[K13a844(0,0)]","[(0, 1), (2, 3), (3, 5), (11, 4)]"
"[K13a845(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 8)]"
"[K13a846(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 4)]"
"[K13a85(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 7)]"
"[K13a850(0,0)]","[(0, 1), (2, 3), (3, 5), (7, 12)]"
"[K13a851(0,0)]","[(0, 1), (1, 3), (3, 5), (13, 8)]"
"[K13a856(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 31)]"
"[K13a858(0,0)]","[(0, 1), (1, 2), (4, 5), (8, 11)]"
"[K13a859(0,0)]","[(0, 1), (1, 2), (4, 7), (8, 11)]"
"[K13a86(0,0)]","[(0, 1), (1, 2), (3, 5), (3, 13)]"
"[K13a861(0,0)]","[(0, 1), (1, 2), (1, 5), (8, 11)]"
"[K13a862(0,0)]","[(0, 1), (1, 2), (3, 7), (8, 11)]"
"[K13a863(0,0)]","[(0, 1), (1, 2), (1, 3), (30, 11)]"
"[K13a865(0,0)]","[(0, 1), (1, 2), (5, 7), (6, 5)]"
"[K13a866(0,0)]","[(0, 1), (1, 2), (5, 7), (10, 7)]"
"[K13a867(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (5, 7)]"
"[K13a868(0,0)]","[(0, 1), (1, 2), (1, 3), (26, 7)]"
"[K13a87(0,0)]","[(0, 1), (1, 2), (3, 5), (7, 17)]"
"[K13a870(0,0)]","[(0, 1), (1, 2), (1, 3), (29, 21)]"
"[K13a875(0,0)]","[(0, 1), (1, 3), (3, 5), (5, 12)]"
"[K13a877(0,0)]","[(0, 1), (3, 5), (1, 4), (1, 5)]"
"[K13a878(0,0)]","[(0, 1), (3, 5), (1, 4), (3, 7)]"
"[K13a879(0,0)]","[(0, 1), (1, 3), (3, 5), (9, 4)]"
"[K13a88(0,0)]","[(0, 1), (1, 2), (3, 5), (18, 13)]"
"[K13a889(0,0)]","[(0, 1), (2, 3), (5, 8), (2, 7)]"
"[K13a890(0,0)]","[(0, 1), (2, 5), (2, 5), (5, 8)]"
"[K13a896(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 18)]"
"[K13a90(0,0)]","[(0, 1), (1, 2), (3, 5), (14, 9)]"
"[K13a91(0,0)]","[(0, 1), (1, 2), (3, 5), (6, 11)]"
"[K13a913(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 11)]"
"[K13a915(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 9)]"
"[K13a92(0,0)]","[(0, 1), (1, 2), (3, 5), (5, 11)]"
"[K13a921(0,0)]","[(0, 1), (2, 3), (1, 4), (7, 9)]"
"[K13a923(0,0)]","[(0, 1), (2, 3), (3, 4), (7, 9)]"
"[K13a928(0,0)]","[(0, 1), (2, 3), (3, 8), (5, 7)]"
"[K13a929(0,0)]","[(0, 1), (2, 3), (5, 8), (5, 7)]"
"[K13a933(0,0)]","[(0, 1), (2, 3), (3, 4), (2, 9)]"
"[K13a935(0,0)]","[(0, 1), (2, 3), (1, 4), (9, 7)]"
"[K13a937(0,0)]","[(0, 1), (2, 3), (3, 4), (9, 7)]"
"[K13a943(0,0)]","[(0, 1), (2, 3), (2, 5), (11, 8)]"
"[K13a944(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 8)]"
"[K13a96(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 5), (3, 5)]"
"[K13a97(0,0)]","[(0, 1), (1, 2), (3, 5), (18, 5)]"
"[K13a98(0,0)]","[(0, 1), (1, 2), (3, 5), (14, 5)]"
"[K13a989(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 12)]"
"[K13a99(0,0)]","[(0, 1), (1, 2), (3, 5), (18, 7)]"
"[K13a991(0,0)]","[(0, 1), (2, 3), (2, 3), (9, 16)]"
"[K13a992(0,0)]","[(0, 1), (2, 3), (2, 3), (17, 12)]"
"[K13a993(0,0)]","[(0, 1), (2, 3), (2, 3), (19, 12)]"
"[K13a996(0,0)]","[(0, 1), (2, 3), (1, 3), (7, 16)]"
"[K13a997(0,0)]","[(0, 1), (2, 3), (1, 3), (9, 16)]"
"[K13n100(0,0)]","[(0, 1), (1, 2), (-3, 5), (12, 17)]"
"[K13n1002(0,0)]","[(0, 1), (1, 2), (-2, 3), (12, 29)]"
"[K13n101(0,0)]","[(0, 1), (1, 2), (-3, 5), (12, 19)]"
"[K13n102(0,0)]","[(0, 1), (1, 2), (3, 5), (-7, 19)]"
"[K13n103(0,0)]","[(0, 1), (1, 2), (3, 5), (-12, 19)]"
"[K13n104(0,0)]","[(0, 1), (1, 2), (-3, 5), (11, 19)]"
"[K13n105(0,0)]","[(0, 1), (1, 2), (3, 5), (-8, 19)]"
"[K13n1058(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (5, 7)]"
"[K13n1059(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 7)]"
"[K13n106(0,0)]","[(0, 1), (1, 2), (3, 5), (-11, 19)]"
"[K13n1060(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-5, 7)]"
"[K13n1061(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 7)]"
"[K13n1062(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-5, 7)]"
"[K13n1063(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (5, 7)]"
"[K13n1064(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-5, 7)]"
"[K13n107(0,0)]","[(0, 1), (1, 2), (-3, 5), (9, 13)]"
"[K13n108(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 13)]"
"[K13n1082(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (2, 7)]"
"[K13n1083(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-2, 7)]"
"[K13n1084(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (2, 7)]"
"[K13n109(0,0)]","[(0, 1), (1, 2), (3, 5), (-9, 13)]"
"[K13n110(0,0)]","[(0, 1), (1, 2), (-3, 5), (11, 15)]"
"[K13n1106(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (2, 7)]"
"[K13n111(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 15)]"
"[K13n112(0,0)]","[(0, 1), (1, 2), (3, 5), (-11, 15)]"
"[K13n113(0,0)]","[(0, 1), (1, 2), (-3, 5), (7, 19)]"
"[K13n1131(0,0)]","[(0, 1), (3, 5), (-3, 4), (-1, 5)]"
"[K13n1132(0,0)]","[(0, 1), (3, 5), (-3, 4), (-3, 7)]"
"[K13n1133(0,0)]","[(0, 1), (3, 5), (-1, 4), (-1, 5)]"
"[K13n1134(0,0)]","[(0, 1), (3, 5), (-1, 4), (-3, 7)]"
"[K13n1135(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 17)]"
"[K13n1136(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 17)]"
"[K13n1137(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 17)]"
"[K13n1138(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 23)]"
"[K13n1139(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 23)]"
"[K13n1140(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 23)]"
"[K13n1141(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 31)]"
"[K13n1142(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 31)]"
"[K13n1143(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 31)]"
"[K13n1144(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 25)]"
"[K13n1145(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 25)]"
"[K13n1146(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 25)]"
"[K13n1147(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 23)]"
"[K13n1148(0,0)]","[(0, 1), (1, 2), (2, 3), (-9, 23)]"
"[K13n1149(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 23)]"
"[K13n1150(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 29)]"
"[K13n1151(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 29)]"
"[K13n1152(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 29)]"
"[K13n1154(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 25)]"
"[K13n1158(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 17)]"
"[K13n1159(0,0)]","[(0, 1), (1, 2), (2, 3), (-6, 17)]"
"[K13n1160(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 17)]"
"[K13n1161(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 27)]"
"[K13n1162(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 27)]"
"[K13n1163(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 27)]"
"[K13n1165(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 31)]"
"[K13n1166(0,0)]","[(0, 1), (1, 2), (-2, 3), (9, 23)]"
"[K13n1167(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 29)]"
"[K13n1170(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 19)]"
"[K13n1171(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 19)]"
"[K13n1183(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 25)]"
"[K13n1184(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 25)]"
"[K13n1185(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 25)]"
"[K13n1186(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 19)]"
"[K13n1187(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 25)]"
"[K13n1188(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 23)]"
"[K13n1189(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 23)]"
"[K13n1190(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 23)]"
"[K13n1208(0,0)]","[(0, 1), (1, 2), (2, 3), (-6, 13)]"
"[K13n1209(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 13)]"
"[K13n1238(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 27)]"
"[K13n1239(0,0)]","[(0, 1), (1, 2), (-2, 3), (5, 7), (1, 3)]"
"[K13n1280(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 5), (-2, 3)]"
"[K13n1281(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 5), (-1, 3)]"
"[K13n1282(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 5), (-2, 3)]"
"[K13n1283(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 5), (-1, 3)]"
"[K13n1284(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 5), (2, 3)]"
"[K13n1285(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 7), (-2, 3)]"
"[K13n1286(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 7), (-1, 3)]"
"[K13n1287(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 7), (-2, 3)]"
"[K13n1288(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 7), (-1, 3)]"
"[K13n1289(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 7), (2, 3)]"
"[K13n1290(0,0)]","[(0, 1), (1, 2), (-2, 3), (4, 5), (1, 3)]"
"[K13n1291(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 5), (-1, 3)]"
"[K13n1292(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 5), (1, 3)]"
"[K13n1293(0,0)]","[(0, 1), (1, 2), (-2, 3), (4, 7), (1, 3)]"
"[K13n1294(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 7), (-1, 3)]"
"[K13n1295(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 7), (1, 3)]"
"[K13n1298(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 23)]"
"[K13n1305(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (4, 5)]"
"[K13n1306(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-1, 5)]"
"[K13n1307(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-4, 5)]"
"[K13n1308(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-1, 5)]"
"[K13n1309(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-4, 5)]"
"[K13n1310(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (4, 5)]"
"[K13n1311(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-4, 5)]"
"[K13n1312(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (4, 7)]"
"[K13n1313(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-3, 7)]"
"[K13n1314(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-4, 7)]"
"[K13n1315(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-3, 7)]"
"[K13n1316(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-4, 7)]"
"[K13n1317(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (4, 7)]"
"[K13n1318(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-4, 7)]"
"[K13n1319(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (1, 5)]"
"[K13n1320(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-1, 5)]"
"[K13n1321(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (1, 5)]"
"[K13n1322(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (3, 7)]"
"[K13n1323(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-3, 7)]"
"[K13n1324(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (3, 7)]"
"[K13n1332(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (5, 7)]"
"[K13n1333(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (4, 5)]"
"[K13n1334(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (4, 7)]"
