Name,Montesinos?,Montesinos fraction
12a_83,Y,"[1/2, 2/3, 12/19]"
12a_84,Y,"[1/2, 2/3, 11/19]"
12a_85,Y,"[1/2, 2/3, 9/13]"
12a_86,Y,"[1/2, 2/3, 11/15]"
12a_87,Y,"[1/2, 2/3, 7/19]"
12a_88,N,n/a
12a_89,N,n/a
12a_90,N,n/a
12a_91,N,n/a
12a_92,N,n/a
12a_93,N,n/a
12a_94,N,n/a
12a_95,Y,"[1/2, 2/3, 8/21]"
12a_96,Y,"[1/2, 2/3, 4/13]"
12a_97,Y,"[1/2, 2/3, 4/15]"
12a_98,Y,"[1/2, 2/3, 19/11]"
12a_99,Y,"[1/2, 2/3, 21/13]"
12a_100,N,n/a
12a_101,N,n/a
12a_102,N,n/a
12a_103,N,n/a
12a_104,Y,"[1/2, 2/3, 19/7]"
12a_105,N,n/a
12a_106,Y,"[1/2, 2/3, 16/7]"
12a_107,N,n/a
12a_108,N,n/a
12a_109,N,n/a
12a_110,Y,"[1/2, 2/3, 8/19]"
12a_111,N,n/a
12a_112,Y,"[1/2, 2/3, 15/11]"
12a_113,Y,"[1/2, 2/3, 3/5, 2/3]"
12a_114,Y,"[1/2, 2/3, 2/5, 2/3]"
12a_115,N,n/a
12a_116,Y,"[1/2, 2/3, 2/5, 1/3]"
12a_117,Y,"[1/2, 2/3, 2/3, 2/5]"
12a_118,Y,"[1/2, 2/3, 17/5]"
12a_119,Y,"[1/2, 2/3, 2/3, 5/3]"
12a_120,N,n/a
12a_121,Y,"[1/2, 2/3, 13/9]"
12a_122,Y,"[1/2, 2/3, 1/3, 2/5]"
12a_123,N,n/a
12a_124,Y,"[1/2, 2/5, 7/9]"
12a_125,N,n/a
12a_126,N,n/a
12a_127,N,n/a
12a_128,Y,"[1/2, 2/5, 2/9]"
12a_129,N,n/a
12a_130,Y,"[1/2, 2/5, 9/7]"
12a_131,N,n/a
12a_132,N,n/a
12a_133,N,n/a
12a_134,N,n/a
12a_135,N,n/a
12a_136,N,n/a
12a_137,N,n/a
12a_138,N,n/a
12a_139,N,n/a
12a_140,N,n/a
12a_141,Y,"[1/2, 2/3, 14/11]"
12a_142,Y,"[1/2, 2/3, 18/11]"
12a_143,Y,"[1/2, 2/3, 6/7]"
12a_144,Y,"[1/2, 2/3, 10/13]"
12a_145,Y,"[1/2, 2/3, 10/17]"
12a_146,Y,"[1/2, 2/3, 1/7]"
12a_147,Y,"[1/2, 2/3, 3/13]"
12a_148,Y,"[1/2, 2/3, 7/17]"
12a_149,Y,"[1/2, 2/3, 18/13]"
12a_150,N,n/a
12a_151,Y,"[1/2, 2/3, 14/9]"
12a_152,Y,"[1/2, 2/3, 6/11]"
12a_153,Y,"[1/2, 2/3, 5/11]"
12a_154,N,n/a
12a_155,N,n/a
12a_156,N,n/a
12a_157,Y,"[1/2, 2/3, 3/5, 1/3]"
12a_158,Y,"[1/2, 2/3, 14/5]"
12a_159,Y,"[1/2, 2/3, 18/7]"
12a_160,Y,"[1/2, 2/3, 11/5]"
12a_161,Y,"[1/2, 2/3, 17/7]"
12a_162,N,n/a
12a_163,N,n/a
12a_164,Y,"[1/2, 2/3, 2/3, 4/3]"
12a_165,Y,"[1/2, 2/3, 14/3]"
12a_166,Y,"[1/2, 2/3, 1/3, 5/3]"
12a_167,Y,"[1/2, 2/3, 1/3, 4/3]"
12a_168,Y,"[1/2, 2/3, 13/3]"
12a_169,N,n/a
12a_170,Y,"[1/2, 2/5, 8/11]"
12a_171,Y,"[1/2, 2/5, 8/13]"
12a_172,Y,"[1/2, 2/5, 3/11]"
12a_173,Y,"[1/2, 2/5, 7/11]"
12a_174,Y,"[1/2, 2/5, 5/13]"
12a_175,Y,"[1/2, 2/5, 12/7]"
12a_176,Y,"[1/2, 2/5, 5/9]"
12a_177,N,n/a
12a_178,Y,"[1/2, 2/5, 4/11]"
12a_179,Y,"[1/2, 2/5, 9/5]"
12a_180,Y,"[1/2, 2/5, 11/7]"
12a_181,Y,"[1/2, 2/5, 12/5]"
12a_182,Y,"[1/2, 1/3, 2/3, 2/5]"
12a_183,Y,"[1/2, 2/5, 4/9]"
12a_184,N,n/a
12a_185,N,n/a
12a_186,N,n/a
12a_187,N,n/a
12a_188,N,n/a
12a_189,N,n/a
12a_190,N,n/a
12a_191,N,n/a
12a_192,N,n/a
12a_193,Y,"[1/2, 2/5, 6/5]"
12a_194,Y,"[1/2, 2/5, 10/7]"
12a_195,Y,"[1/2, 1/3, 1/3, 2/5]"
12a_196,Y,"[1/2, 1/3, 17/5]"
12a_197,N,n/a
12a_198,N,n/a
12a_199,N,n/a
12a_200,N,n/a
12a_201,N,n/a
12a_202,N,n/a
12a_203,Y,"[1/2, 1/3, 13/21]"
12a_204,N,n/a
12a_205,Y,"[1/2, 1/3, 14/11]"
12a_206,N,n/a
12a_207,N,n/a
12a_208,Y,"[2/3, 2/3, 9/7]"
12a_209,N,n/a
12a_210,Y,"[1/2, 5/7, 5/7]"
12a_211,N,n/a
12a_212,Y,"[1/2, 5/7, 2/7]"
12a_213,N,n/a
12a_214,N,n/a
12a_215,Y,"[3/5, 3/5, 3/4]"
12a_216,Y,"[3/5, 2/5, 1/4]"
12a_217,Y,"[2/3, 3/5, 3/8]"
12a_218,Y,"[3/5, 2/5, 3/4]"
12a_219,Y,"[2/3, 3/5, 7/4]"
12a_220,Y,"[1/3, 3/5, 5/8]"
12a_221,N,n/a
12a_222,N,n/a
12a_223,N,n/a
12a_224,N,n/a
12a_225,Y,"[2/3, 3/5, 5/8]"
12a_226,N,n/a
12a_227,N,n/a
12a_228,N,n/a
12a_229,Y,"[2/3, 2/3, 5/13]"
12a_230,N,n/a
12a_231,N,n/a
12a_232,Y,"[2/3, 2/5, 7/5]"
12a_233,N,n/a
12a_234,Y,"[1/2, 5/7, 4/5]"
12a_235,Y,"[1/2, 5/7, 4/7]"
12a_236,Y,"[1/2, 5/7, 1/5]"
12a_237,Y,"[1/2, 5/7, 3/7]"
12a_238,Y,"[1/2, 1/3, 19/7]"
12a_239,N,n/a
12a_240,Y,"[1/2, 1/3, 18/13]"
12a_241,N,n/a
12a_242,Y,"[1/2, 1/3, 21/13]"
12a_243,N,n/a
12a_244,N,n/a
12a_245,N,n/a
12a_246,Y,"[1/2, 1/3, 8/21]"
12a_247,N,n/a
12a_248,Y,"[3/5, 3/5, 1/4]"
12a_249,Y,"[2/3, 3/5, 5/4]"
12a_250,Y,"[1/3, 3/5, 3/8]"
12a_251,N,n/a
12a_252,Y,"[1/3, 3/5, 5/4]"
12a_253,Y,"[1/3, 3/5, 7/4]"
12a_254,N,n/a
12a_255,N,n/a
12a_256,N,n/a
12a_257,N,n/a
12a_258,Y,"[1/2, 1/3, 19/11]"
12a_259,N,n/a
12a_260,N,n/a
12a_261,N,n/a
12a_262,N,n/a
12a_263,Y,"[2/3, 2/5, 5/8]"
12a_264,N,n/a
12a_265,N,n/a
12a_266,N,n/a
12a_267,N,n/a
12a_268,N,n/a
12a_269,N,n/a
12a_270,Y,"[2/3, 1/3, 2/9]"
12a_271,N,n/a
12a_272,Y,"[2/3, 3/5, 2/7]"
12a_273,N,n/a
12a_274,Y,"[2/3, 1/4, 5/7]"
12a_275,Y,"[2/3, 3/4, 5/7]"
12a_276,N,n/a
12a_277,Y,"[2/3, 3/4, 2/7]"
12a_278,Y,"[2/3, 2/5, 5/4]"
12a_279,Y,"[2/3, 2/5, 7/4]"
12a_280,Y,"[2/3, 2/3, 11/8]"
12a_281,Y,"[2/3, 2/3, 13/8]"
12a_282,N,n/a
12a_283,N,n/a
12a_284,N,n/a
12a_285,N,n/a
12a_286,N,n/a
12a_287,N,n/a
12a_288,N,n/a
12a_289,N,n/a
12a_290,N,n/a
12a_291,N,n/a
12a_292,N,n/a
12a_293,N,n/a
12a_294,N,n/a
12a_295,Y,"[2/3, 2/3, 7/12]"
12a_296,N,n/a
12a_297,Y,"[2/3, 1/3, 5/12]"
12a_298,Y,"[2/3, 1/3, 7/12]"
12a_299,Y,"[1/2, 1/3, 11/19]"
12a_300,N,n/a
12a_301,N,n/a
12a_302,N,n/a
12a_303,N,n/a
12a_304,Y,"[1/2, 1/3, 7/19]"
12a_305,Y,"[1/2, 1/3, 12/19]"
12a_306,N,n/a
12a_307,N,n/a
12a_308,N,n/a
12a_309,N,n/a
12a_310,N,n/a
12a_311,N,n/a
12a_312,N,n/a
12a_313,N,n/a
12a_314,N,n/a
12a_315,N,n/a
12a_316,N,n/a
12a_317,N,n/a
12a_318,N,n/a
12a_319,N,n/a
12a_320,N,n/a
12a_321,N,n/a
12a_322,N,n/a
12a_323,N,n/a
12a_324,N,n/a
12a_325,N,n/a
12a_326,N,n/a
12a_327,Y,"[3/5, 2/5, 2/5]"
12a_328,N,n/a
12a_329,Y,"[1/2, 1/3, 16/9]"
12a_330,N,n/a
12a_331,N,n/a
12a_332,Y,"[2/3, 2/3, 7/9]"
12a_333,N,n/a
12a_334,N,n/a
12a_335,N,n/a
12a_336,N,n/a
12a_337,N,n/a
12a_338,Y,"[2/3, 2/5, 5/7]"
12a_339,N,n/a
12a_340,N,n/a
12a_341,N,n/a
12a_342,N,n/a
12a_343,N,n/a
12a_344,N,n/a
12a_345,Y,"[1/2, 2/7, 2/7]"
12a_346,N,n/a
12a_347,N,n/a
12a_348,N,n/a
12a_349,N,n/a
12a_350,N,n/a
12a_351,N,n/a
12a_352,N,n/a
12a_353,N,n/a
12a_354,N,n/a
12a_355,N,n/a
12a_356,Y,"[2/3, 1/4, 2/7]"
12a_357,Y,"[2/3, 2/5, 3/8]"
12a_358,N,n/a
12a_359,N,n/a
12a_360,N,n/a
12a_361,N,n/a
12a_362,N,n/a
12a_363,N,n/a
12a_364,N,n/a
12a_365,N,n/a
12a_366,N,n/a
12a_367,Y,"[2/3, 3/4, 4/5]"
12a_368,Y,"[2/3, 3/4, 4/7]"
12a_369,Y,"[2/3, 1/4, 1/5]"
12a_370,Y,"[2/3, 1/4, 3/7]"
12a_371,Y,"[2/3, 3/4, 1/5]"
12a_372,Y,"[2/3, 3/4, 3/7]"
12a_373,Y,"[2/3, 2/3, 11/4]"
12a_374,Y,"[2/3, 1/3, 13/8]"
12a_375,Y,"[2/3, 1/3, 9/4]"
12a_376,Y,"[2/3, 1/3, 11/4]"
12a_377,N,n/a
12a_378,N,n/a
12a_379,N,n/a
12a_380,N,n/a
12a_381,Y,"[2/5, 2/5, 3/4]"
12a_382,Y,"[1/3, 2/5, 3/8]"
12a_383,Y,"[1/3, 2/5, 5/8]"
12a_384,N,n/a
12a_385,N,n/a
12a_386,N,n/a
12a_387,N,n/a
12a_388,N,n/a
12a_389,N,n/a
12a_390,N,n/a
12a_391,N,n/a
12a_392,N,n/a
12a_393,N,n/a
12a_394,N,n/a
12a_395,N,n/a
12a_396,N,n/a
12a_397,N,n/a
12a_398,N,n/a
12a_399,N,n/a
12a_400,N,n/a
12a_401,Y,"[2/3, 2/3, 3/11]"
12a_402,N,n/a
12a_403,N,n/a
12a_404,N,n/a
12a_405,N,n/a
12a_406,N,n/a
12a_407,N,n/a
12a_408,N,n/a
12a_409,N,n/a
12a_410,N,n/a
12a_411,N,n/a
12a_412,N,n/a
12a_413,N,n/a
12a_414,N,n/a
12a_415,N,n/a
12a_416,N,n/a
12a_417,N,n/a
12a_418,N,n/a
12a_419,N,n/a
12a_420,Y,"[1/2, 2/7, 4/5]"
12a_421,Y,"[1/2, 2/7, 4/7]"
12a_422,Y,"[1/2, 2/7, 1/5]"
12a_423,Y,"[1/2, 2/7, 3/7]"
12a_424,Y,"[1/2, 1/3, 16/7]"
12a_425,N,n/a
12a_426,N,n/a
12a_427,N,n/a
12a_428,N,n/a
12a_429,N,n/a
12a_430,N,n/a
12a_431,N,n/a
12a_432,N,n/a
12a_433,Y,"[2/3, 2/3, 5/12]"
12a_434,N,n/a
12a_435,N,n/a
12a_436,Y,"[1/2, 1/3, 8/19]"
12a_437,N,n/a
12a_438,N,n/a
12a_439,N,n/a
12a_440,N,n/a
12a_441,N,n/a
12a_442,Y,"[2/3, 1/4, 4/5]"
12a_443,Y,"[2/3, 1/4, 4/7]"
12a_444,Y,"[2/3, 2/3, 9/4]"
12a_445,Y,"[2/3, 1/3, 11/8]"
12a_446,N,n/a
12a_447,N,n/a
12a_448,Y,"[2/5, 2/5, 1/4]"
12a_449,N,n/a
12a_450,N,n/a
12a_451,N,n/a
12a_452,N,n/a
12a_453,Y,"[1/3, 2/5, 7/4]"
12a_454,N,n/a
12a_455,N,n/a
12a_456,N,n/a
12a_457,N,n/a
12a_458,N,n/a
12a_459,N,n/a
12a_460,N,n/a
12a_461,N,n/a
12a_462,N,n/a
12a_463,Y,"[1/2, 1/3, 11/9]"
12a_464,N,n/a
12a_465,N,n/a
12a_466,N,n/a
12a_467,N,n/a
12a_468,N,n/a
12a_469,N,n/a
12a_470,N,n/a
12a_471,N,n/a
12a_472,N,n/a
12a_473,N,n/a
12a_474,N,n/a
12a_475,N,n/a
12a_476,N,n/a
12a_477,N,n/a
12a_478,N,n/a
12a_479,N,n/a
12a_480,N,n/a
12a_481,Y,"[1/3, 2/5, 5/4]"
12a_482,N,n/a
12a_483,N,n/a
12a_484,N,n/a
12a_485,N,n/a
12a_486,N,n/a
12a_487,N,n/a
12a_488,N,n/a
12a_489,N,n/a
12a_490,N,n/a
12a_491,N,n/a
12a_492,N,n/a
12a_493,N,n/a
12a_494,N,n/a
12a_495,N,n/a
12a_496,N,n/a
12a_497,N,n/a
12a_498,N,n/a
12a_499,N,n/a
12a_500,N,n/a
12a_501,N,n/a
12a_502,N,n/a
12a_503,Y,"[2/3, 2/3, 11/3]"
12a_504,Y,"[2/3, 1/3, 12/5]"
12a_505,Y,"[2/3, 2/3, 11/7]"
12a_506,N,n/a
12a_507,Y,"[1/2, 1/3, 5/17]"
12a_508,N,n/a
12a_509,N,n/a
12a_510,N,n/a
12a_511,N,n/a
12a_512,N,n/a
12a_513,Y,"[1/3, 3/5, 7/5]"
12a_514,N,n/a
12a_515,Y,"[2/3, 2/3, 13/5]"
12a_516,Y,"[2/3, 3/5, 8/5]"
12a_517,N,n/a
12a_518,N,n/a
12a_519,N,n/a
12a_520,N,n/a
12a_521,N,n/a
12a_522,N,n/a
12a_523,N,n/a
12a_524,Y,"[2/3, 1/3, 12/7]"
12a_525,Y,"[2/3, 2/3, 9/5]"
12a_526,N,n/a
12a_527,N,n/a
12a_528,N,n/a
12a_529,Y,"[2/3, 1/3, 8/13]"
12a_530,N,n/a
12a_531,Y,"[1/3, 3/4, 5/7]"
12a_532,N,n/a
12a_533,N,n/a
12a_534,N,n/a
12a_535,N,n/a
12a_536,N,n/a
12a_537,N,n/a
12a_538,N,n/a
12a_539,N,n/a
12a_540,N,n/a
12a_541,N,n/a
12a_542,Y,"[1/3, 1/3, 5/13]"
12a_543,N,n/a
12a_544,Y,"[1/2, 1/3, 12/17]"
12a_545,N,n/a
12a_546,N,n/a
12a_547,N,n/a
12a_548,Y,"[1/3, 1/4, 5/7]"
12a_549,N,n/a
12a_550,N,n/a
12a_551,N,n/a
12a_552,N,n/a
12a_553,N,n/a
12a_554,Y,"[2/3, 2/3, 2/3, 1/3]"
12a_555,N,n/a
12a_556,N,n/a
12a_557,Y,"[1/3, 2/5, 2/7]"
12a_558,N,n/a
12a_559,N,n/a
12a_560,Y,"[1/3, 3/5, 5/7]"
12a_561,Y,"[3/5, 3/5, 3/5]"
12a_562,Y,"[2/3, 1/3, 8/11]"
12a_563,Y,"[2/3, 1/3, 4/9]"
12a_564,Y,"[2/3, 1/3, 4/11]"
12a_565,Y,"[2/3, 3/5, 4/7]"
12a_566,Y,"[2/3, 3/5, 4/5]"
12a_567,N,n/a
12a_568,Y,"[2/3, 2/5, 3/7]"
12a_569,Y,"[2/3, 2/3, 5/9]"
12a_570,Y,"[2/3, 2/3, 7/11]"
12a_571,N,n/a
12a_572,N,n/a
12a_573,N,n/a
12a_574,Y,"[2/3, 2/3, 5/6]"
12a_575,Y,"[2/3, 2/3, 7/10]"
12a_576,Y,"[2/3, 1/3, 1/6]"
12a_577,Y,"[2/3, 1/3, 3/10]"
12a_578,Y,"[2/3, 1/3, 7/10]"
12a_579,N,n/a
12a_580,N,n/a
12a_581,N,n/a
12a_582,N,n/a
12a_583,N,n/a
12a_584,N,n/a
12a_585,N,n/a
12a_586,N,n/a
12a_587,N,n/a
12a_588,N,n/a
12a_589,N,n/a
12a_590,N,n/a
12a_591,Y,"[1/2, 1/3, 9/11]"
12a_592,N,n/a
12a_593,N,n/a
12a_594,Y,"[2/3, 1/3, 5/6]"
12a_595,N,n/a
12a_596,N,n/a
12a_597,N,n/a
12a_598,N,n/a
12a_599,N,n/a
12a_600,N,n/a
12a_601,N,n/a
12a_602,N,n/a
12a_603,N,n/a
12a_604,N,n/a
12a_605,N,n/a
12a_606,N,n/a
12a_607,N,n/a
12a_608,N,n/a
12a_609,N,n/a
12a_610,N,n/a
12a_611,N,n/a
12a_612,N,n/a
12a_613,N,n/a
12a_614,N,n/a
12a_615,N,n/a
12a_616,N,n/a
12a_617,N,n/a
12a_618,N,n/a
12a_619,Y,"[2/3, 2/5, 1/5]"
12a_620,N,n/a
12a_621,N,n/a
12a_622,N,n/a
12a_623,N,n/a
12a_624,N,n/a
12a_625,N,n/a
12a_626,N,n/a
12a_627,N,n/a
12a_628,N,n/a
12a_629,N,n/a
12a_630,N,n/a
12a_631,N,n/a
12a_632,N,n/a
12a_633,N,n/a
12a_634,N,n/a
12a_635,N,n/a
12a_636,Y,"[1/3, 1/3, 3/11]"
12a_637,N,n/a
12a_638,N,n/a
12a_639,N,n/a
12a_640,N,n/a
12a_641,Y,"[1/3, 1/4, 2/7]"
12a_642,Y,"[1/3, 3/4, 2/7]"
12a_643,N,n/a
12a_644,N,n/a
12a_645,N,n/a
12a_646,N,n/a
12a_647,N,n/a
12a_648,Y,"[2/3, 2/3, 3/10]"
12a_649,N,n/a
12a_650,N,n/a
12a_651,N,n/a
12a_652,N,n/a
12a_653,N,n/a
12a_654,N,n/a
12a_655,N,n/a
12a_656,N,n/a
12a_657,N,n/a
12a_658,N,n/a
12a_659,N,n/a
12a_660,N,n/a
12a_661,N,n/a
12a_662,N,n/a
12a_663,N,n/a
12a_664,N,n/a
12a_665,N,n/a
12a_666,N,n/a
12a_667,N,n/a
12a_668,N,n/a
12a_669,Y,"[1/2, 1/3, 2/11]"
12a_670,N,n/a
12a_671,N,n/a
12a_672,N,n/a
12a_673,N,n/a
12a_674,N,n/a
12a_675,N,n/a
12a_676,N,n/a
12a_677,N,n/a
12a_678,N,n/a
12a_679,Y,"[2/3, 2/3, 1/6]"
12a_680,N,n/a
12a_681,Y,"[1/2, 1/3, 15/11]"
12a_682,N,n/a
12a_683,Y,"[1/3, 1/3, 5/12]"
12a_684,N,n/a
12a_685,N,n/a
12a_686,N,n/a
12a_687,N,n/a
12a_688,N,n/a
12a_689,Y,"[1/2, 1/3, 13/9]"
12a_690,N,n/a
12a_691,N,n/a
12a_692,Y,"[1/2, 1/3, 2/3, 4/3]"
12a_693,Y,"[1/2, 1/3, 2/5, 1/3]"
12a_694,Y,"[1/2, 1/3, 3/5, 1/3]"
12a_695,N,n/a
12a_696,N,n/a
12a_697,N,n/a
12a_698,N,n/a
12a_699,N,n/a
12a_700,N,n/a
12a_701,N,n/a
12a_702,N,n/a
12a_703,N,n/a
12a_704,N,n/a
12a_705,N,n/a
12a_706,N,n/a
12a_707,N,n/a
12a_708,N,n/a
12a_709,N,n/a
12a_710,N,n/a
12a_711,N,n/a
12a_712,N,n/a
12a_713,N,n/a
12a_714,N,n/a
12a_715,N,n/a
12a_716,N,n/a
12a_717,N,n/a
12a_718,N,n/a
12a_719,Y,"[1/3, 1/3, 13/5]"
12a_720,N,n/a
12a_721,N,n/a
12a_722,N,n/a
12a_723,N,n/a
12a_724,N,n/a
12a_725,Y,"[2/3, 1/3, 10/3]"
12a_726,N,n/a
12a_727,N,n/a
12a_728,N,n/a
12a_729,N,n/a
12a_730,Y,"[2/3, 1/3, 10/7]"
12a_731,N,n/a
12a_732,N,n/a
12a_733,N,n/a
12a_734,N,n/a
12a_735,Y,"[2/3, 1/3, 6/5]"
12a_736,N,n/a
12a_737,Y,"[1/3, 1/3, 13/8]"
12a_738,N,n/a
12a_739,Y,"[1/3, 1/3, 11/8]"
12a_740,N,n/a
12a_741,N,n/a
12a_742,Y,"[1/3, 1/3, 7/12]"
12a_743,N,n/a
12a_744,N,n/a
12a_745,N,n/a
12a_746,N,n/a
12a_747,N,n/a
12a_748,Y,"[1/3, 2/5, 4/7]"
12a_749,Y,"[1/3, 3/5, 3/7]"
12a_750,Y,"[2/3, 1/3, 1/3, 1/3]"
12a_751,N,n/a
12a_752,Y,"[1/3, 2/5, 4/5]"
12a_753,Y,"[1/3, 3/5, 1/5]"
12a_754,N,n/a
12a_755,N,n/a
12a_756,N,n/a
12a_757,Y,"[1/2, 1/3, 18/11]"
12a_758,N,n/a
12a_759,N,n/a
12a_760,N,n/a
12a_761,N,n/a
12a_762,N,n/a
12a_763,N,n/a
12a_764,N,n/a
12a_765,N,n/a
12a_766,N,n/a
12a_767,Y,"[1/3, 1/3, 9/7]"
12a_768,N,n/a
12a_769,N,n/a
12a_770,N,n/a
12a_771,N,n/a
12a_772,Y,"[1/2, 1/3, 14/9]"
12a_773,N,n/a
12a_774,N,n/a
12a_775,N,n/a
12a_776,N,n/a
12a_777,N,n/a
12a_778,N,n/a
12a_779,N,n/a
12a_780,N,n/a
12a_781,N,n/a
12a_782,N,n/a
12a_783,N,n/a
12a_784,N,n/a
12a_785,N,n/a
12a_786,N,n/a
12a_787,Y,"[1/3, 1/3, 7/9]"
12a_788,N,n/a
12a_789,Y,"[1/2, 1/3, 14/5]"
12a_790,Y,"[1/2, 1/3, 18/7]"
12a_791,N,n/a
12a_792,N,n/a
12a_793,N,n/a
12a_794,Y,"[1/2, 1/3, 11/5]"
12a_795,Y,"[1/2, 1/3, 17/7]"
12a_796,N,n/a
12a_797,N,n/a
12a_798,N,n/a
12a_799,N,n/a
12a_800,Y,"[1/2, 1/3, 13/3]"
12a_801,Y,"[1/2, 1/3, 1/3, 4/3]"
12a_802,N,n/a
12a_803,N,n/a
12a_804,N,n/a
12a_805,N,n/a
12a_806,N,n/a
12a_807,N,n/a
12a_808,N,n/a
12a_809,N,n/a
12a_810,N,n/a
12a_811,N,n/a
12a_812,N,n/a
12a_813,N,n/a
12a_814,N,n/a
12a_815,N,n/a
12a_816,N,n/a
12a_817,N,n/a
12a_818,N,n/a
12a_819,N,n/a
12a_820,N,n/a
12a_821,N,n/a
12a_822,Y,"[1/2, 1/3, 9/13]"
12a_823,Y,"[1/2, 1/3, 11/15]"
12a_824,N,n/a
12a_825,N,n/a
12a_826,Y,"[1/2, 1/3, 4/13]"
12a_827,Y,"[1/2, 1/3, 4/15]"
12a_828,N,n/a
12a_829,N,n/a
12a_830,N,n/a
12a_831,N,n/a
12a_832,N,n/a
12a_833,N,n/a
12a_834,N,n/a
12a_835,Y,"[1/2, 1/3, 6/7]"
12a_836,Y,"[1/2, 1/3, 10/13]"
12a_837,Y,"[1/2, 1/3, 10/17]"
12a_838,Y,"[1/2, 1/3, 1/7]"
12a_839,Y,"[1/2, 1/3, 3/13]"
12a_840,Y,"[1/2, 1/3, 7/17]"
12a_841,N,n/a
12a_842,Y,"[1/2, 1/3, 6/11]"
12a_843,Y,"[1/2, 1/3, 5/11]"
12a_844,N,n/a
12a_845,N,n/a
12a_846,N,n/a
12a_847,N,n/a
12a_848,N,n/a
12a_849,N,n/a
12a_850,N,n/a
12a_851,N,n/a
12a_852,N,n/a
12a_853,N,n/a
12a_854,N,n/a
12a_855,N,n/a
12a_856,N,n/a
12a_857,N,n/a
12a_858,N,n/a
12a_859,N,n/a
12a_860,N,n/a
12a_861,N,n/a
12a_862,N,n/a
12a_863,N,n/a
12a_864,N,n/a
12a_865,N,n/a
12a_866,N,n/a
12a_867,N,n/a
12a_868,N,n/a
12a_869,N,n/a
12a_870,N,n/a
12a_871,N,n/a
12a_872,N,n/a
12a_873,N,n/a
12a_874,N,n/a
12a_875,N,n/a
12a_876,Y,"[1/2, 4/5, 4/5]"
12a_877,Y,"[1/2, 4/7, 4/5]"
12a_878,Y,"[1/2, 4/5, 1/5]"
12a_879,Y,"[1/2, 3/7, 4/5]"
12a_880,Y,"[1/2, 4/7, 4/7]"
12a_881,Y,"[1/2, 4/7, 1/5]"
12a_882,Y,"[1/2, 4/7, 3/7]"
12a_883,N,n/a
12a_884,N,n/a
12a_885,N,n/a
12a_886,N,n/a
12a_887,N,n/a
12a_888,N,n/a
12a_889,N,n/a
12a_890,N,n/a
12a_891,N,n/a
12a_892,N,n/a
12a_893,N,n/a
12a_894,N,n/a
12a_895,N,n/a
12a_896,N,n/a
12a_897,N,n/a
12a_898,N,n/a
12a_899,N,n/a
12a_900,N,n/a
12a_901,N,n/a
12a_902,N,n/a
12a_903,N,n/a
12a_904,N,n/a
12a_905,N,n/a
12a_906,N,n/a
12a_907,N,n/a
12a_908,N,n/a
12a_909,N,n/a
12a_910,N,n/a
12a_911,N,n/a
12a_912,N,n/a
12a_913,N,n/a
12a_914,N,n/a
12a_915,N,n/a
12a_916,N,n/a
12a_917,N,n/a
12a_918,N,n/a
12a_919,N,n/a
12a_920,N,n/a
12a_921,N,n/a
12a_922,N,n/a
12a_923,N,n/a
12a_924,N,n/a
12a_925,N,n/a
12a_926,N,n/a
12a_927,N,n/a
12a_928,N,n/a
12a_929,N,n/a
12a_930,N,n/a
12a_931,N,n/a
12a_932,N,n/a
12a_933,N,n/a
12a_934,N,n/a
12a_935,N,n/a
12a_936,N,n/a
12a_937,Y,"[1/2, 3/7, 1/5]"
12a_938,Y,"[1/2, 3/7, 3/7]"
12a_939,N,n/a
12a_940,N,n/a
12a_941,N,n/a
12a_942,N,n/a
12a_943,N,n/a
12a_944,N,n/a
12a_945,N,n/a
12a_946,N,n/a
12a_947,N,n/a
12a_948,N,n/a
12a_949,N,n/a
12a_950,N,n/a
12a_951,N,n/a
12a_952,N,n/a
12a_953,N,n/a
12a_954,N,n/a
12a_955,N,n/a
12a_956,N,n/a
12a_957,N,n/a
12a_958,N,n/a
12a_959,N,n/a
12a_960,N,n/a
12a_961,N,n/a
12a_962,N,n/a
12a_963,N,n/a
12a_964,N,n/a
12a_965,N,n/a
12a_966,N,n/a
12a_967,N,n/a
12a_968,N,n/a
12a_969,N,n/a
12a_970,N,n/a
12a_971,N,n/a
12a_972,N,n/a
12a_973,N,n/a
12a_974,N,n/a
12a_975,N,n/a
12a_976,N,n/a
12a_977,N,n/a
12a_978,N,n/a
12a_979,N,n/a
12a_980,N,n/a
12a_981,N,n/a
12a_982,N,n/a
12a_983,N,n/a
12a_984,N,n/a
12a_985,N,n/a
12a_986,N,n/a
12a_987,N,n/a
12a_988,N,n/a
12a_989,N,n/a
12a_990,N,n/a
12a_991,N,n/a
12a_992,N,n/a
12a_993,N,n/a
12a_994,N,n/a
12a_995,N,n/a
12a_996,N,n/a
12a_997,N,n/a
12a_998,N,n/a
12a_999,N,n/a
12a_1000,N,n/a
12a_1001,N,n/a
12a_1002,N,n/a
12a_1003,N,n/a
12a_1004,N,n/a
12a_1005,N,n/a
12a_1006,N,n/a
12a_1007,N,n/a
12a_1008,N,n/a
12a_1009,N,n/a
12a_1010,N,n/a
12a_1011,N,n/a
12a_1012,N,n/a
12a_1013,N,n/a
12a_1014,N,n/a
12a_1015,N,n/a
12a_1016,N,n/a
12a_1017,N,n/a
12a_1018,N,n/a
12a_1019,N,n/a
12a_1020,N,n/a
12a_1021,N,n/a
12a_1022,N,n/a
12a_1023,N,n/a
12a_1024,N,n/a
