Name,Montesinos?,Montesinos fraction
12n_687,N,n/a
12n_688,N,n/a
12n_689,N,n/a
12n_690,N,n/a
12n_691,N,n/a
12n_692,N,n/a
12n_693,N,n/a
12n_694,N,n/a
12n_695,N,n/a
12n_696,N,n/a
12n_697,N,n/a
12n_698,N,n/a
12n_699,N,n/a
12n_700,N,n/a
12n_701,N,n/a
12n_702,N,n/a
12n_703,N,n/a
12n_704,N,n/a
12n_705,N,n/a
12n_706,N,n/a
12n_707,N,n/a
12n_708,N,n/a
12n_709,N,n/a
12n_710,N,n/a
12n_711,N,n/a
12n_712,N,n/a
12n_713,N,n/a
12n_714,N,n/a
12n_715,N,n/a
12n_716,N,n/a
12n_717,N,n/a
12n_718,N,n/a
12n_719,N,n/a
12n_720,N,n/a
12n_721,Y,"[1/2, 4/5, -4/5]"
12n_722,Y,"[1/2, 4/5, -1/5]"
12n_723,Y,"[1/2, 4/7, -4/5]"
12n_724,Y,"[1/2, 4/7, -1/5]"
12n_725,Y,"[1/2, -4/5, 1/5]"
12n_726,Y,"[1/2, 4/7, -3/7]"
12n_727,N,n/a
12n_728,N,n/a
12n_729,N,n/a
12n_730,N,n/a
12n_731,N,n/a
12n_732,N,n/a
12n_733,N,n/a
12n_734,N,n/a
12n_735,N,n/a
12n_736,N,n/a
12n_737,N,n/a
12n_738,N,n/a
12n_739,N,n/a
12n_740,N,n/a
12n_741,N,n/a
12n_742,N,n/a
12n_743,N,n/a
12n_744,N,n/a
12n_745,N,n/a
12n_746,N,n/a
12n_747,N,n/a
12n_748,N,n/a
12n_749,N,n/a
12n_750,N,n/a
12n_751,N,n/a
12n_752,N,n/a
12n_753,N,n/a
12n_754,N,n/a
12n_755,N,n/a
12n_756,N,n/a
12n_757,N,n/a
12n_758,N,n/a
12n_759,N,n/a
12n_760,N,n/a
12n_761,N,n/a
12n_762,N,n/a
12n_763,N,n/a
12n_764,N,n/a
12n_765,N,n/a
12n_766,N,n/a
12n_767,N,n/a
12n_768,N,n/a
12n_769,N,n/a
12n_770,N,n/a
12n_771,N,n/a
12n_772,N,n/a
12n_773,N,n/a
12n_774,N,n/a
12n_775,N,n/a
12n_776,N,n/a
12n_777,N,n/a
12n_778,N,n/a
12n_779,N,n/a
12n_780,N,n/a
12n_781,N,n/a
12n_782,N,n/a
12n_783,N,n/a
12n_784,N,n/a
12n_785,N,n/a
12n_786,N,n/a
12n_787,N,n/a
12n_788,N,n/a
12n_789,N,n/a
12n_790,N,n/a
12n_791,N,n/a
12n_792,N,n/a
12n_793,N,n/a
12n_794,N,n/a
12n_795,N,n/a
12n_796,N,n/a
12n_797,N,n/a
12n_798,N,n/a
12n_799,N,n/a
12n_800,N,n/a
12n_801,N,n/a
12n_802,N,n/a
12n_803,N,n/a
12n_804,N,n/a
12n_805,N,n/a
12n_806,N,n/a
12n_807,N,n/a
12n_808,N,n/a
12n_809,N,n/a
12n_810,N,n/a
12n_811,N,n/a
12n_812,N,n/a
12n_813,N,n/a
12n_814,N,n/a
12n_815,N,n/a
12n_816,N,n/a
12n_817,N,n/a
12n_818,N,n/a
12n_819,N,n/a
12n_820,N,n/a
12n_821,N,n/a
12n_822,N,n/a
12n_823,N,n/a
12n_824,N,n/a
12n_825,N,n/a
12n_826,N,n/a
12n_827,N,n/a
12n_828,N,n/a
12n_829,N,n/a
12n_830,N,n/a
12n_831,N,n/a
12n_832,N,n/a
12n_833,N,n/a
12n_834,N,n/a
12n_835,N,n/a
12n_836,N,n/a
12n_837,N,n/a
12n_838,N,n/a
12n_839,N,n/a
12n_840,N,n/a
12n_841,N,n/a
12n_842,N,n/a
12n_843,N,n/a
12n_844,N,n/a
12n_845,N,n/a
12n_846,N,n/a
12n_847,N,n/a
12n_848,N,n/a
12n_849,N,n/a
12n_850,N,n/a
12n_851,N,n/a
12n_852,N,n/a
12n_853,N,n/a
12n_854,N,n/a
12n_855,N,n/a
12n_856,N,n/a
12n_857,N,n/a
12n_858,N,n/a
12n_859,N,n/a
12n_860,N,n/a
12n_861,N,n/a
12n_862,N,n/a
12n_863,N,n/a
12n_864,N,n/a
12n_865,N,n/a
12n_866,N,n/a
12n_867,N,n/a
12n_868,N,n/a
12n_869,N,n/a
12n_870,N,n/a
12n_871,N,n/a
12n_872,N,n/a
12n_873,N,n/a
12n_874,N,n/a
12n_875,N,n/a
12n_876,N,n/a
12n_877,N,n/a
12n_878,N,n/a
12n_879,N,n/a
12n_880,N,n/a
12n_881,N,n/a
12n_882,N,n/a
12n_883,N,n/a
12n_884,N,n/a
12n_885,N,n/a
12n_886,N,n/a
12n_887,N,n/a
12n_888,N,n/a
