Name,Unknotting,Genus,Bridge,Nakanishi,Tunnel,Symmetry type,Symmetry group,Montesinos?,Montesinos fractions
11a_218,2,3,3,1,2,chiral,1,N,['n/a']
11a_219,2,2,3,1,2,reversible,D2,Y,"['1/3', '1/3', '5/7']"
11a_220,2,3,2,1,1,reversible,D2,N,['n/a']
11a_221,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '9/5']"
11a_222,1,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '11/7']"
11a_223,3,4,3,1,2,reversible,D2,Y,"['1/3', '1/3', '3/8']"
11a_224,2,3,2,1,1,reversible,D2,N,['n/a']
11a_225,2,3,2,1,1,reversible,D2,N,['n/a']
11a_226,1,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_227,3,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_228,2,3,3,1,2,reversible,D1,N,['n/a']
11a_229,2,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_230,1,2,2,1,1,reversible,D2,N,['n/a']
11a_231,2,4,4,2,2,reversible,D2,Y,"['1/2', '1/3', '2/3', '1/3']"
11a_232,2,4,3,1,2,chiral,Z2,N,['n/a']
11a_233,1,4,3,1,2,chiral,1,N,['n/a']
11a_234,4,4,2,1,1,reversible,D2,N,['n/a']
11a_235,3,3,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_236,3,3,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_237,3,2,3,"[1, 2]",2,reversible,D2,Y,"['1/3', '1/3', '7/5']"
11a_238,2,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_239,2,4,3,2,2,reversible,D2,N,['n/a']
11a_240,4,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '6/5']"
11a_241,3,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '1/3', '10/7']"
11a_242,3,3,2,1,1,reversible,D2,N,['n/a']
11a_243,2,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_244,3,3,3,"[1, 2]",2,chiral,Z2,N,['n/a']
11a_245,3,3,3,1,1,reversible,D2,Y,"['1/2', '1/3', '10/3']"
11a_246,2,2,2,1,1,reversible,D2,N,['n/a']
11a_247,1,1,2,1,1,reversible,D2,N,['n/a']
11a_248,2,4,3,1,2,reversible,D1,N,['n/a']
11a_249,2,3,3,2,2,reversible,D1,N,['n/a']
11a_250,2,4,3,1,2,reversible,D1,N,['n/a']
11a_251,2,4,3,1,2,chiral,1,N,['n/a']
11a_252,2,4,3,1,2,chiral,1,N,['n/a']
11a_253,2,4,3,1,2,chiral,1,N,['n/a']
11a_254,2,4,3,1,2,chiral,1,N,['n/a']
11a_255,1,4,3,1,2,chiral,1,N,['n/a']
11a_256,1,3,3,1,2,chiral,1,N,['n/a']
11a_257,1,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '7/11']"
11a_258,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '5/9']"
11a_259,3,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '4/11']"
11a_260,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '4/9']"
11a_261,2,4,3,1,2,chiral,1,N,['n/a']
11a_262,2,3,3,1,2,chiral,1,N,['n/a']
11a_263,4,4,4,2,2,reversible,D2,Y,"['1/2', '1/3', '1/3', '1/3']"
11a_264,1,4,3,1,2,chiral,1,N,['n/a']
11a_265,2,3,3,1,2,chiral,1,N,['n/a']
11a_266,1,4,3,1,2,reversible,D1,N,['n/a']
11a_267,1,4,3,1,2,chiral,1,N,['n/a']
11a_268,2,4,3,1,2,chiral,1,N,['n/a']
11a_269,2,4,3,1,2,chiral,1,N,['n/a']
11a_270,2,3,3,1,2,chiral,1,N,['n/a']
11a_271,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_272,1,3,3,1,2,chiral,1,N,['n/a']
11a_273,2,3,3,1,2,chiral,1,N,['n/a']
11a_274,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_275,2,3,3,1,2,chiral,1,N,['n/a']
11a_276,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_277,2,4,3,2,2,reversible,D1,N,['n/a']
11a_278,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_279,2,3,3,1,2,reversible,D1,N,['n/a']
11a_280,1,2,3,1,2,reversible,D1,N,['n/a']
11a_281,2,4,3,1,2,reversible,D1,N,['n/a']
11a_282,1,4,3,1,2,chiral,1,N,['n/a']
11a_283,1,3,3,1,2,chiral,1,N,['n/a']
11a_284,2,4,3,1,2,chiral,1,N,['n/a']
11a_285,2,3,3,1,2,reversible,D1,N,['n/a']
11a_286,2,4,3,1,2,chiral,1,N,['n/a']
11a_287,1,4,3,1,2,chiral,1,N,['n/a']
11a_288,2,4,3,1,2,reversible,D1,N,['n/a']
11a_289,1,4,3,1,2,chiral,1,N,['n/a']
11a_290,1,3,3,1,2,chiral,1,N,['n/a']
11a_291,[3; 4],3,3,2,2,reversible,D1,N,['n/a']
11a_292,3,2,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_293,[2;3],4,3,2,2,reversible,D1,N,['n/a']
11a_294,2,3,3,1,2,reversible,D1,N,['n/a']
11a_295,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_296,2,2,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_297,2,3,3,2,2,reversible,D2,N,['n/a']
11a_298,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_299,[2; 3],2,3,1,2,chiral,1,N,['n/a']
11a_300,1,4,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_301,2,4,3,1,2,chiral,1,N,['n/a']
11a_302,2,4,3,1,2,reversible,D1,N,['n/a']
11a_303,2,3,3,1,2,chiral,1,N,['n/a']
11a_304,[2; 3],3,3,1,2,reversible,D1,N,['n/a']
11a_305,2,4,3,1,2,reversible,D1,N,['n/a']
11a_306,2,4,2,1,1,reversible,D4,N,['n/a']
11a_307,1,3,2,1,1,reversible,D2,N,['n/a']
11a_308,3,4,2,1,1,reversible,D2,N,['n/a']
11a_309,2,3,2,1,1,reversible,D2,N,['n/a']
11a_310,2,3,2,1,1,reversible,D2,N,['n/a']
11a_311,1,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_312,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_313,2,2,3,1,2,reversible,D1,N,['n/a']
11a_314,2,4,3,2,2,reversible,D1,N,['n/a']
11a_315,2,4,3,1,2,chiral,1,N,['n/a']
11a_316,2,4,3,1,2,chiral,1,N,['n/a']
11a_317,2,3,3,2,2,reversible,D1,N,['n/a']
11a_318,3,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_319,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_320,[2; 3],2,3,1,2,chiral,1,N,['n/a']
11a_321,2,3,3,2,2,reversible,D1,N,['n/a']
11a_322,2,3,3,2,2,chiral,1,N,['n/a']
11a_323,2,3,3,1,2,chiral,1,N,['n/a']
11a_324,2,2,3,1,2,reversible,D1,N,['n/a']
11a_325,2,2,3,1,2,reversible,D1,N,['n/a']
11a_326,1,4,3,1,2,chiral,1,N,['n/a']
11a_327,2,3,3,1,2,reversible,D1,N,['n/a']
11a_328,2,3,3,1,2,chiral,1,N,['n/a']
11a_329,[2; 3],2,3,2,2,reversible,D1,N,['n/a']
11a_330,2,4,3,1,2,chiral,1,N,['n/a']
11a_331,2,3,3,1,2,chiral,1,N,['n/a']
11a_332,2,4,3,2,2,reversible,D2,N,['n/a']
11a_333,2,2,2,"[1, 2]",1,reversible,D4,N,['n/a']
11a_334,4,4,2,1,1,reversible,D2,N,['n/a']
11a_335,3,3,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_336,[3; 4],3,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_337,3,2,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_338,4,4,3,1,2,reversible,D2,Y,"['1/3', '1/3', '5/4']"
11a_339,3,3,2,1,1,reversible,D2,N,['n/a']
11a_340,[3; 4],3,3,2,2,reversible,D2,Y,"['1/3', '1/3', '7/4']"
11a_341,[2; 3],2,2,1,1,reversible,D2,N,['n/a']
11a_342,2,2,2,1,1,reversible,D2,N,['n/a']
11a_343,2,1,2,1,1,reversible,D2,N,['n/a']
11a_344,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11a_345,1,2,3,1,2,chiral,1,N,['n/a']
11a_346,[2; 3],4,3,1,2,reversible,D1,N,['n/a']
11a_347,2,3,3,2,2,reversible,D1,N,['n/a']
11a_348,2,4,3,1,2,reversible,D1,N,['n/a']
11a_349,2,3,3,1,2,reversible,D1,N,['n/a']
11a_350,2,4,3,1,2,reversible,D1,N,['n/a']
11a_351,1,4,3,1,2,reversible,D2,N,['n/a']
11a_352,2,3,3,2,2,reversible,D2,N,['n/a']
11a_353,[3; 4],3,3,"[1, 2]",2,reversible,D1,N,['n/a']
11a_354,[2; 3; 4],2,3,2,2,reversible,D1,N,['n/a']
11a_355,4,4,2,1,1,reversible,D2,N,['n/a']
11a_356,[3; 4],3,2,"[1, 2]",1,reversible,D2,N,['n/a']
11a_357,[3; 4],3,2,1,1,reversible,D4,N,['n/a']
11a_358,3,3,2,1,1,reversible,D2,N,['n/a']
11a_359,3,2,2,1,1,reversible,D2,N,['n/a']
11a_360,[2; 3],2,2,1,1,reversible,D2,N,['n/a']
11a_361,[3; 4],2,3,"[1, 2]",2,reversible,D2,Y,"['1/3', '1/3', '3/7']"
11a_362,[2; 3],1,3,1,2,reversible,D2,Y,"['1/3', '1/3', '1/5']"
11a_363,[2; 3],1,2,1,1,reversible,D4,N,['n/a']
11a_364,4,4,2,1,1,reversible,D2,N,['n/a']
11a_365,[3; 4],3,2,"[1, 2]",1,reversible,D4,N,['n/a']
11a_366,[3; 4],2,3,2,2,reversible,D6,Y,"['1/3', '1/3', '7/3']"
11a_367,5,5,2,1,1,reversible,Z2,N,['n/a']
11n_1,1,2,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-5/7']"
11n_2,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-2/7']"
11n_3,[1; 2],2,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '5/7']"
11n_4,2,3,3,1,2,chiral,1,N,['n/a']
11n_5,2,3,3,1,2,chiral,1,N,['n/a']
11n_6,2,3,3,1,2,chiral,1,N,['n/a']
11n_7,2,3,3,1,2,chiral,1,N,['n/a']
11n_8,2,3,3,1,2,chiral,1,N,['n/a']
11n_9,3,4,3,1,2,chiral,1,N,['n/a']
11n_10,2,3,3,1,2,chiral,1,N,['n/a']
11n_11,2,3,3,1,2,chiral,1,N,['n/a']
11n_12,1,2,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '2/7']"
11n_13,3,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-4/5']"
11n_14,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-1/5']"
11n_15,2,3,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '4/5']"
11n_16,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-4/7']"
11n_17,[1; 2],2,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-3/7']"
11n_18,1,2,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '4/7']"
11n_19,2,3,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '1/5']"
11n_20,1,2,3,1,1,reversible,D1,Y,"['1/2', '-3/5', '3/7']"
11n_21,1,3,3,1,2,chiral,1,N,['n/a']
11n_22,1,3,3,1,2,chiral,1,N,['n/a']
11n_23,[2; 3],4,3,1,2,chiral,1,N,['n/a']
11n_24,2,3,3,1,2,chiral,1,N,['n/a']
11n_25,1,3,3,1,2,chiral,1,N,['n/a']
11n_26,1,3,3,1,2,chiral,1,N,['n/a']
11n_27,3,4,3,1,2,chiral,1,N,['n/a']
11n_28,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-7/9']"
11n_29,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-2/9']"
11n_30,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '7/9']"
11n_31,2,3,3,1,2,chiral,1,N,['n/a']
11n_32,2,3,3,1,2,chiral,1,N,['n/a']
11n_33,2,3,3,1,2,chiral,1,N,['n/a']
11n_34,1,3,3,0,2,chiral,1,N,['n/a']
11n_35,2,3,3,1,2,chiral,1,N,['n/a']
11n_36,2,4,3,1,2,chiral,1,N,['n/a']
11n_37,2,3,3,1,2,chiral,1,N,['n/a']
11n_38,1,2,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '2/9']"
11n_39,1,2,3,1,2,chiral,Z2,N,['n/a']
11n_40,2,3,3,1,2,chiral,1,N,['n/a']
11n_41,2,4,3,1,2,chiral,1,N,['n/a']
11n_42,1,2,3,0,2,chiral,1,N,['n/a']
11n_43,2,3,3,1,2,chiral,1,N,['n/a']
11n_44,2,4,3,1,2,chiral,1,N,['n/a']
11n_45,1,3,3,1,,reversible,D1,N,['n/a']
11n_46,2,3,3,1,2,chiral,1,N,['n/a']
11n_47,2,4,3,1,2,chiral,1,N,['n/a']
11n_48,1,3,3,1,2,reversible,D1,Y,"['2/3', '-2/5', '-3/4']"
11n_49,2,2,3,2,2,reversible,D1,Y,"['2/3', '-2/5', '-1/4']"
11n_50,1,2,3,1,2,chiral,Z2,Y,"['2/3', '-3/5', '-2/5']"
11n_51,[1; 2],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-8/11']"
11n_52,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-3/11']"
11n_53,1,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '8/11']"
11n_54,[1; 2],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-8/13']"
11n_55,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-5/13']"
11n_56,1,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '8/13']"
11n_57,3,4,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '3/11']"
11n_58,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-7/11']"
11n_59,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-4/11']"
11n_60,[1; 2],4,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '7/11']"
11n_61,2,4,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '5/13']"
11n_62,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-5/9']"
11n_63,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-4/9']"
11n_64,2,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '5/9']"
11n_65,[2; 3],2,3,1,,reversible,D1,N,['n/a']
11n_66,2,3,3,1,,reversible,D1,N,['n/a']
11n_67,2,2,3,1,2,chiral,1,N,['n/a']
11n_68,2,2,3,"[1, 2]",2,chiral,1,N,['n/a']
11n_69,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11n_70,2,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '4/11']"
11n_71,2,3,4,2,2,reversible,D2,Y,"['1/2', '2/3', '-2/3', '2/3']"
11n_72,2,3,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/3', '-1/3']"
11n_73,2,3,4,2,2,reversible,D1,Y,"['1/2', '2/3', '-2/3', '-2/3']"
11n_74,2,2,4,2,2,reversible,D2,Y,"['1/2', '2/3', '-2/3', '-1/3']"
11n_75,2,3,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '-2/3']"
11n_76,3,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '-2/3', '1/3']"
11n_77,4,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '-1/3', '-1/3']"
11n_78,[2; 3],4,4,2,2,reversible,D2,Y,"['1/2', '-2/3', '2/3', '1/3']"
11n_79,2,2,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '4/9']"
11n_80,2,3,3,1,2,chiral,1,N,['n/a']
11n_81,3,4,4,2,2,reversible,D2,Y,"['1/2', '-2/3', '1/3', '1/3']"
11n_82,1,3,3,1,2,reversible,D1,Y,"['2/3', '-3/5', '1/4']"
11n_83,2,2,3,2,2,reversible,D1,Y,"['2/3', '-3/5', '3/4']"
11n_84,1,2,3,1,2,reversible,D2,Y,"['2/3', '-3/5', '2/5']"
11n_85,1,3,3,1,2,reversible,D1,Y,"['2/3', '-2/3', '5/8']"
11n_86,1,3,3,1,,reversible,D1,N,['n/a']
11n_87,1,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-5/8']"
11n_88,3,4,3,1,2,reversible,D1,Y,"['2/3', '-3/5', '-1/4']"
11n_89,2,3,3,1,2,reversible,D1,Y,"['2/3', '3/5', '-1/4']"
11n_90,2,3,3,2,2,reversible,D1,Y,"['2/3', '-3/5', '-3/4']"
11n_91,2,2,3,2,2,reversible,D1,Y,"['2/3', '3/5', '-3/4']"
11n_92,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_93,3,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11n_94,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_95,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_96,1,3,3,1,,reversible,D1,N,['n/a']
11n_97,2,2,3,1,2,chiral,1,N,['n/a']
11n_98,2,3,3,1,,reversible,D1,N,['n/a']
11n_99,[2; 3],2,3,1,,reversible,D1,N,['n/a']
11n_100,1,2,3,1,2,chiral,Z2,Y,"['2/3', '-2/3', '5/7']"
11n_101,1,2,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-5/7']"
11n_102,[1; 2],2,3,1,1,reversible,D2,Y,"['2/3', '-1/3', '-2/7']"
11n_103,2,3,3,"[1, 2]",2,reversible,D2,Y,"['2/3', '3/5', '-2/5']"
11n_104,3,4,3,1,1,reversible,D2,Y,"['2/3', '-1/3', '-3/8']"
11n_105,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-3/8']"
11n_106,2,3,3,1,2,reversible,D1,Y,"['2/3', '-2/3', '3/8']"
11n_107,2,4,3,1,2,reversible,D2,Y,"['2/3', '-1/3', '-5/8']"
11n_108,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11n_109,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
11n_110,1,3,3,1,2,chiral,1,N,['n/a']
11n_111,1,3,3,1,,reversible,D1,N,['n/a']
11n_112,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_113,2,2,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_114,1,2,3,1,2,chiral,1,N,['n/a']
11n_115,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_116,[1; 2],2,3,1,2,chiral,1,N,['n/a']
11n_117,2,2,3,1,,reversible,D1,N,['n/a']
11n_118,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_119,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_120,[1; 2],4,3,1,2,chiral,1,N,['n/a']
11n_121,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_122,[1; 2],2,3,"[1, 2]",2,chiral,Z2,Y,"['2/3', '-2/3', '3/7']"
11n_123,1,2,3,1,,reversible,D1,N,['n/a']
11n_124,1,3,3,1,2,chiral,1,N,['n/a']
11n_125,1,3,3,1,,reversible,D1,N,['n/a']
11n_126,3,3,3,2,2,reversible,D3,N,['n/a']
11n_127,2,3,3,1,,reversible,D1,N,['n/a']
11n_128,[1; 2],3,3,1,2,chiral,1,N,['n/a']
11n_129,[1; 2],3,3,1,2,chiral,1,N,['n/a']
11n_130,1,3,3,1,2,chiral,1,N,['n/a']
11n_131,1,3,3,1,2,chiral,1,N,['n/a']
11n_132,2,2,3,1,2,chiral,1,N,['n/a']
11n_133,3,4,3,2,2,reversible,D3,N,['n/a']
11n_134,1,2,3,1,2,chiral,1,N,['n/a']
11n_135,2,3,3,1,,reversible,D1,N,['n/a']
11n_136,3,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_137,[2; 3],3,3,"[1, 2]",2,reversible,D2,Y,"['2/3', '2/3', '-3/7']"
11n_138,[1; 2],2,3,1,2,reversible,D2,Y,"['2/3', '-1/3', '-4/7']"
11n_139,[1; 2],1,3,1,2,chiral,Z2,Y,"['2/3', '-2/3', '1/5']"
11n_140,2,2,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-1/5']"
11n_141,[1; 2; 3],1,3,1,2,reversible,D2,Y,"['2/3', '-1/3', '-4/5']"
11n_142,[1; 2],2,3,1,,reversible,D1,N,['n/a']
11n_143,1,3,3,1,,reversible,D1,N,['n/a']
11n_144,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_145,1,3,3,1,,reversible,D1,N,['n/a']
11n_146,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_147,2,4,3,1,2,chiral,1,N,['n/a']
11n_148,3,4,3,2,2,reversible,D2,N,['n/a']
11n_149,2,4,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_150,2,3,3,1,,reversible,D1,N,['n/a']
11n_151,1,2,3,1,2,chiral,Z2,N,['n/a']
11n_152,1,3,3,1,,reversible,D1,N,['n/a']
11n_153,1,4,3,1,,reversible,D1,N,['n/a']
11n_154,1,3,3,1,2,chiral,1,N,['n/a']
11n_155,2,3,3,1,,reversible,D1,N,['n/a']
11n_156,1,3,3,1,,reversible,D1,N,['n/a']
11n_157,2,3,3,2,2,reversible,D1,N,['n/a']
11n_158,2,4,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_159,1,3,3,1,2,chiral,1,N,['n/a']
11n_160,[1; 2],3,3,1,2,chiral,1,N,['n/a']
11n_161,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_162,[1; 2],2,3,2,2,reversible,D1,N,['n/a']
11n_163,2,3,3,1,,reversible,D1,N,['n/a']
11n_164,2,3,3,2,2,reversible,D2,N,['n/a']
11n_165,2,3,3,2,2,reversible,D1,N,['n/a']
11n_166,[1; 2],4,3,1,2,chiral,1,N,['n/a']
11n_167,2,3,3,2,2,reversible,D1,N,['n/a']
11n_168,2,3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_169,[3; 4],3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_170,2,2,3,1,,reversible,D1,N,['n/a']
11n_171,[2; 3],2,3,1,,reversible,D1,N,['n/a']
11n_172,[1; 2],3,3,1,2,chiral,1,N,['n/a']
11n_173,[2; 3],4,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_174,2,3,3,1,2,chiral,1,N,['n/a']
11n_175,2,3,3,2,2,reversible,D1,N,['n/a']
11n_176,1,3,3,1,2,chiral,1,N,['n/a']
11n_177,[1; 2],4,3,1,2,chiral,1,N,['n/a']
11n_178,2,3,3,1,,reversible,D1,N,['n/a']
11n_179,[1; 2],3,3,1,,reversible,D1,N,['n/a']
11n_180,[3; 4],3,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_181,[2; 3],2,3,"[1, 2]",,reversible,D1,N,['n/a']
11n_182,[1; 2],4,3,1,,reversible,D1,N,['n/a']
11n_183,3,3,3,2,2,reversible,D2,N,['n/a']
11n_184,1,3,3,1,2,chiral,Z2,N,['n/a']
11n_185,2,3,3,2,2,reversible,D2,N,['n/a']
12a_1,1,4,3,1,2,chiral,1,N,['n/a']
12a_2,1,4,3,1,2,chiral,1,N,['n/a']
12a_3,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '7/9']"
12a_4,2,4,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_5,2,3,3,1,2,chiral,1,N,['n/a']
12a_6,1,4,3,1,2,chiral,1,N,['n/a']
12a_7,2,4,3,1,2,chiral,1,N,['n/a']
12a_8,1,4,3,1,2,chiral,1,N,['n/a']
12a_9,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '2/9']"
12a_10,2,3,3,1,2,chiral,1,N,['n/a']
12a_11,2,4,3,1,2,chiral,1,N,['n/a']
12a_12,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '9/7']"
12a_13,2,4,3,1,2,chiral,1,N,['n/a']
12a_14,2,4,3,1,2,chiral,1,N,['n/a']
12a_15,2,4,3,1,2,chiral,1,N,['n/a']
12a_16,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '8/11']"
12a_17,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '8/13']"
12a_18,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '3/11']"
12a_19,1,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '7/11']"
12a_20,1,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '5/13']"
12a_21,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '12/7']"
12a_22,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '5/9']"
12a_23,2,3,3,1,2,chiral,1,N,['n/a']
12a_24,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/11']"
12a_25,1,3,3,1,1,reversible,D2,Y,"['1/2', '3/5', '13/5']"
12a_26,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '9/5']"
12a_27,1,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '3/5', '11/7']"
12a_28,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '12/5']"
12a_29,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '3/5']"
12a_30,2,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '2/3', '3/5']"
12a_31,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/9']"
12a_32,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/5']"
12a_33,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '3/5']"
12a_34,3,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '6/5']"
12a_35,[2; 3],3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '3/5', '10/7']"
12a_36,3,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '1/3', '3/5']"
12a_37,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '18/5']"
12a_38,2,2,2,1,1,reversible,D2,N,['n/a']
12a_39,2,4,3,1,2,chiral,1,N,['n/a']
12a_40,1,4,3,1,2,chiral,1,N,['n/a']
12a_41,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_42,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/11']"
12a_43,3,3,3,1,2,chiral,1,N,['n/a']
12a_44,[2; 3],3,3,1,2,reversible,D1,N,['n/a']
12a_45,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_46,2,3,3,1,2,chiral,1,N,['n/a']
12a_47,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_48,2,4,3,1,2,chiral,1,N,['n/a']
12a_49,[2; 3],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_50,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_51,2,3,3,1,2,chiral,1,N,['n/a']
12a_52,4,4,3,1,2,chiral,1,N,['n/a']
12a_53,3,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_54,2,3,3,1,2,chiral,1,N,['n/a']
12a_55,3,3,3,1,2,chiral,1,N,['n/a']
12a_56,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '2/11']"
12a_57,2,3,3,1,2,chiral,1,N,['n/a']
12a_58,1,4,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_59,2,4,3,1,2,chiral,1,N,['n/a']
12a_60,2,4,3,1,2,chiral,1,N,['n/a']
